"","Reserve","SiteID","TransectID","PlotID","Vegetation_Zone","Region","Geomorphology","tidal_range","salinity","abiotic_cover_change","live_cover_change","halophyte_change","freshwater_change","EIR_change","invasive_cover_change","Richness_change","SWdiv_change","salt_ratio_change"
"1551","SOS","HC","1","4","Low","West Coast","Riverine","Mesotidal","Mesohaline",0.22,-0.22,2.46,0,0,0,-0.11,0.03,0
"1552","SOS","HC","1","5","Low","West Coast","Riverine","Mesotidal","Mesohaline",0,0,3.21,0,0,0,-0.11,0.02,0
"1553","SOS","HC","2","1","Mid","West Coast","Riverine","Mesotidal","Mesohaline",0,0,2.75,0,0,0,0.33,0.07,0
"1554","SOS","HC","2","2","Mid","West Coast","Riverine","Mesotidal","Mesohaline",0,0,4.67,0,0,0,0,0.02,0
"1555","SOS","HC","2","3","Mid","West Coast","Riverine","Mesotidal","Mesohaline",0,0,0.51,0,0,0,0.33,0.09,0
"1556","SOS","HC","2","4","Mid","West Coast","Riverine","Mesotidal","Mesohaline",0,0,1.64,0,0,0,-0.11,0.04,0
"1557","SOS","HC","2","5","Mid","West Coast","Riverine","Mesotidal","Mesohaline",0,0,0.93,0,0,0,0.44,0.05,0
"1558","SOS","HC","3","1","Mid","West Coast","Riverine","Mesotidal","Mesohaline",0,0,-1.71,0,0,0,-0.11,0.01,0
"1559","SOS","HC","3","2","Mid","West Coast","Riverine","Mesotidal","Mesohaline",0,0,0.74,0,0,0,0.11,0.02,0
"1560","SOS","HC","3","3","Mid","West Coast","Riverine","Mesotidal","Mesohaline",0,0,0.58,0,0,0,0.44,0.06,0
"1561","SOS","HC","3","4","Mid","West Coast","Riverine","Mesotidal","Mesohaline",0,0,-0.14,0,0,0,-0.22,-0.02,0
"1562","SOS","HC","3","5","Mid","West Coast","Riverine","Mesotidal","Mesohaline",0,0,-1.32,0,0,0,0,-0.03,0
"1563","SOS","HC","4","1","Mid","West Coast","Riverine","Mesotidal","Mesohaline",0,0,-1.07,0.97,-0.01,0,0.11,0.05,-0.01
"1564","SOS","HC","4","2","Mid","West Coast","Riverine","Mesotidal","Mesohaline",0,0,-0.81,0.64,-0.01,0,-0.33,0.01,-0.01
"1565","SOS","HC","4","3","Mid","West Coast","Riverine","Mesotidal","Mesohaline",0,0,-1.2,0.52,-0.01,0,-0.11,0,-0.01
"1566","SOS","HC","4","4","Mid","West Coast","Riverine","Mesotidal","Mesohaline",0,0,-1.03,0.06,-0.01,0,0.11,0.02,0
"1567","SOS","HC","4","5","Mid","West Coast","Riverine","Mesotidal","Mesohaline",0,0,0.06,0.82,0,0,0.22,0.03,-0.01
"1568","SOS","HC","5","1","Low","West Coast","Riverine","Mesotidal","Mesohaline",0.73,-0.73,-0.73,0,0.01,0,0.67,0.05,0
"1569","SOS","HC","5","2","Low","West Coast","Riverine","Mesotidal","Mesohaline",0,0,0.87,0,0,0,0.33,0.03,0
"1570","SOS","HC","5","3","Low","West Coast","Riverine","Mesotidal","Mesohaline",0,0,-1.31,0,0,0,0.67,0.1,0
"1571","SOS","HC","5","4","Low","West Coast","Riverine","Mesotidal","Mesohaline",0,0,3.35,0,0,0,0,0,0
"1572","SOS","HC","5","5","Low","West Coast","Riverine","Mesotidal","Mesohaline",0,0,3.75,0,0,0,0.33,0.07,0
"1573","SOS","HC","5","6","Mid","West Coast","Riverine","Mesotidal","Mesohaline",0,0.01,-0.91,0,0,0,0.33,0.05,0
"1574","SOS","HC","5","7","Low","West Coast","Riverine","Mesotidal","Mesohaline",0,0,3.96,0,0,0,-0.67,-0.24,0
"1575","SOS","HC","6","1","Low","West Coast","Riverine","Mesotidal","Mesohaline",0,0,0,0,0,0,0.33,0.02,0
"1576","SOS","HC","6","2","Mid","West Coast","Riverine","Mesotidal","Mesohaline",0,0,-1.55,0,0,0,0,0.01,0
"1577","SOS","HC","6","3","Mid","West Coast","Riverine","Mesotidal","Mesohaline",0,0,1.84,0,0,0,-0.33,-0.01,0
"1578","SOS","HC","6","4","Mid","West Coast","Riverine","Mesotidal","Mesohaline",0,0,-2.41,-0.71,0,0,0.33,-0.01,0.01
"1579","SOS","HC","6","5","Mid","West Coast","Riverine","Mesotidal","Mesohaline",0,0,-4.5,0,0,0,-0.33,-0.06,0
"1580","SOS","HC","6","6","Mid","West Coast","Riverine","Mesotidal","Mesohaline",0,0,-1.21,0,-0.01,0,-0.33,-0.02,0.01
"1581","SOS","HC","6","7","Mid","West Coast","Riverine","Mesotidal","Mesohaline",0,0,-0.57,1.79,-0.01,0,0.33,0.03,0.03
"1582","SOS","HC","7","1","Mid","West Coast","Riverine","Mesotidal","Mesohaline",0,0,0.65,0,0,0,0,0.02,0
"1583","SOS","HC","7","2","Mid","West Coast","Riverine","Mesotidal","Mesohaline",0,0,2.48,0,0,0,0,0.03,0
"1584","SOS","HC","7","3","Mid","West Coast","Riverine","Mesotidal","Mesohaline",0,0,-0.17,0,0,0,-0.33,-0.03,0
"1585","SOS","HC","7","4","Mid","West Coast","Riverine","Mesotidal","Mesohaline",0,0,-4.04,0,0,0,-0.33,-0.03,0
"1586","SOS","HC","7","5","Mid","West Coast","Riverine","Mesotidal","Mesohaline",1.02,-1.02,-5.44,0,0,0,1,0.04,0
"1587","SOS","HC","7","6","Mid","West Coast","Riverine","Mesotidal","Mesohaline",0,0,-3.55,0,0,0,0.67,0.03,0
"1588","SOS","HC","7","7","Mid","West Coast","Riverine","Mesotidal","Mesohaline",0,0,-2.96,-1.44,-0.03,0,-0.33,-0.06,0.01
"1589","SOS","MI","1","1","Low","West Coast","Bay Front","Mesotidal","Polyhaline",1.31,-1.32,-0.94,0,0.01,0,0.1,-0.01,0
"1590","SOS","MI","1","2","Low","West Coast","Bay Front","Mesotidal","Polyhaline",0,0,2.98,0,0,0,0.1,0.01,0
"1591","SOS","MI","1","3","Low","West Coast","Bay Front","Mesotidal","Polyhaline",0,0,2.29,0,0,0,-0.1,-0.04,0
"1592","SOS","MI","1","4","Low","West Coast","Bay Front","Mesotidal","Polyhaline",0,0,2.07,0,0,0,0.1,0.01,0
"1593","SOS","MI","1","5","Low","West Coast","Bay Front","Mesotidal","Polyhaline",0,0,2.57,0,0,0,0.2,0,0
"1594","SOS","MI","1","6","Low","West Coast","Bay Front","Mesotidal","Polyhaline",0,0,-4.25,0,0,0,-0.33,0.06,0
"1595","SOS","MI","1","7","Low","West Coast","Bay Front","Mesotidal","Polyhaline",0,0,2.87,0,0,0,0.1,0.04,0
"1596","SOS","MI","1","8","Low","West Coast","Bay Front","Mesotidal","Polyhaline",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1597","SOS","MI","2","1","Low","West Coast","Bay Front","Mesotidal","Polyhaline",0,0,2.87,0,0,0,0.1,0.02,0
"1598","SOS","MI","2","2","Low","West Coast","Bay Front","Mesotidal","Polyhaline",0,0,1.55,0,0,0,0,0,0
"1599","SOS","MI","2","3","Low","West Coast","Bay Front","Mesotidal","Polyhaline",0,0,2.27,0,0,0,0.2,0.04,0
"1600","SOS","MI","2","4","Low","West Coast","Bay Front","Mesotidal","Polyhaline",0,0,2.75,0,0,0,0.1,0.05,0
"1601","SOS","MI","2","5","Low","West Coast","Bay Front","Mesotidal","Polyhaline",0,0,3.61,0,0,0,0.1,0.02,0
"1602","SOS","MI","2","6","Low","West Coast","Bay Front","Mesotidal","Polyhaline",0,0,2.07,0,0,0,0.2,0.04,0
"1603","SOS","MI","2","7","Low","West Coast","Bay Front","Mesotidal","Polyhaline",3.47,-3.47,0.37,0,0.03,0,0,-0.02,0
"1604","SOS","MI","3","1","Low","West Coast","Bay Front","Mesotidal","Polyhaline",2.93,-2.93,-0.14,0,0.03,0,0.1,0.03,0
"1605","SOS","MI","3","2","Low","West Coast","Bay Front","Mesotidal","Polyhaline",0,0,0.44,0,0,0,0.2,0.05,0
"1606","SOS","MI","3","3","Low","West Coast","Bay Front","Mesotidal","Polyhaline",0,0,-0.12,0,0,0,0.2,0.04,0
"1607","SOS","MI","3","4","Low","West Coast","Bay Front","Mesotidal","Polyhaline",0,0,2.32,0,0,0,0.3,0.07,0
"1608","SOS","MI","3","5","Low","West Coast","Bay Front","Mesotidal","Polyhaline",0,0,2.79,0,0,0,0.5,0.06,0
"1609","SOS","MI","3","6","Low","West Coast","Bay Front","Mesotidal","Polyhaline",0,0,1.44,0,0,0,0.2,0.07,0
"1610","SOS","MM","1","1","Low","West Coast","Bay Front","Mesotidal","Polyhaline",0,0,0,0,0,0,0,0.01,0
"1611","SOS","MM","1","2","Low","West Coast","Bay Front","Mesotidal","Polyhaline",0,0,0,0,0,0,0,0.02,0
"1612","SOS","MM","1","3","Low","West Coast","Bay Front","Mesotidal","Polyhaline",0,0,0,0,0,0,0.1,0.01,0
"1613","SOS","MM","1","4","Low","West Coast","Bay Front","Mesotidal","Polyhaline",0,0,0,0,0,0,-0.1,-0.01,0
"1614","SOS","MM","1","5","Low","West Coast","Bay Front","Mesotidal","Polyhaline",0,0,0,0,0,0,-0.1,-0.01,0
"1615","SOS","MM","2","1","Mid","West Coast","Bay Front","Mesotidal","Polyhaline",0,0,-0.52,0,-0.01,0,0.5,0.09,0
"1616","SOS","MM","2","2","Mid","West Coast","Bay Front","Mesotidal","Polyhaline",0,0,1.06,0,0.01,0,0.4,0.07,0
"1617","SOS","MM","2","3","Mid","West Coast","Bay Front","Mesotidal","Polyhaline",0,0,-0.59,0,-0.01,0,0.2,0.07,0
"1618","SOS","MM","2","4","Mid","West Coast","Bay Front","Mesotidal","Polyhaline",0,0,1.13,0,0.01,0,0.2,0.02,0
"1619","SOS","MM","2","5","Mid","West Coast","Bay Front","Mesotidal","Polyhaline",0,0,2.1,0,0.02,0,0.2,0.03,0
"1620","SOS","MM","3","1","Low","West Coast","Bay Front","Mesotidal","Polyhaline",0,0,0,0,0,0,-0.1,-0.01,0
"1621","SOS","MM","3","2","Low","West Coast","Bay Front","Mesotidal","Polyhaline",0,0,0,0,0,0,-0.1,0,0
"1622","SOS","MM","3","3","Low","West Coast","Bay Front","Mesotidal","Polyhaline",0.32,-0.32,-0.32,0,0,0,-0.1,-0.01,0
"1623","SOS","MM","3","4","Low","West Coast","Bay Front","Mesotidal","Polyhaline",0,0,0,0,0,0,-0.2,-0.01,0
"1624","SOS","MM","3","5","Low","West Coast","Bay Front","Mesotidal","Polyhaline",1.79,-1.79,-0.35,0,0.02,0,-0.2,-0.02,0
"1625","SOS","MM","4","1","Mid","West Coast","Bay Front","Mesotidal","Polyhaline",0,0,-1.87,0,0,0,0,0.01,0
"1626","SOS","MM","4","2","Mid","West Coast","Bay Front","Mesotidal","Polyhaline",0,0,0.91,0,0.01,0,-0.2,-0.01,0
"1627","SOS","MM","4","3","Mid","West Coast","Bay Front","Mesotidal","Polyhaline",-1.07,1.07,-0.25,0,0,0,0.2,0,0
"1628","SOS","MM","4","4","Mid","West Coast","Bay Front","Mesotidal","Polyhaline",-1.85,1.85,0.33,0,0,0,0.2,0.04,0
"1629","SOS","MM","4","5","Mid","West Coast","Bay Front","Mesotidal","Polyhaline",-1.61,1.61,-0.64,0,-0.01,0,0.2,0,0
"1630","SOS","VI","1","1","Low","West Coast","Riverine","Mesotidal","Polyhaline",0,0,4.19,0,0,0,-0.1,0.02,0
"1631","SOS","VI","1","2","Low","West Coast","Riverine","Mesotidal","Polyhaline",0,0,3.75,0,0,0,-0.1,0,0
"1632","SOS","VI","1","3","Low","West Coast","Riverine","Mesotidal","Polyhaline",0,0,2.28,0,0,0,0,-0.02,0
"1633","SOS","VI","1","4","Low","West Coast","Riverine","Mesotidal","Polyhaline",0,0,0,0,0,0,0.1,0.04,0
"1634","SOS","VI","2","1","Low","West Coast","Riverine","Mesotidal","Polyhaline",0,0,1.24,0,0,0,0,0.07,0
"1635","SOS","VI","2","2","Low","West Coast","Riverine","Mesotidal","Polyhaline",0,0,0,0,0,0,-0.1,0.05,0
"1636","SOS","VI","2","3","Low","West Coast","Riverine","Mesotidal","Polyhaline",0,0,0,0,0,0,0.2,0.07,0
"1637","SOS","VI","2","4","Low","West Coast","Riverine","Mesotidal","Polyhaline",0,0,0,0,0,0,0,0.02,0
"1638","SOS","VI","2","5","Low","West Coast","Riverine","Mesotidal","Polyhaline",0,0,0,0,0,0,-0.1,0.05,0
"1639","SOS","VI","2","6","Low","West Coast","Riverine","Mesotidal","Polyhaline",0,0,0,0,0,0,0,0.04,0
"1640","SOS","VI","2","7","Low","West Coast","Riverine","Mesotidal","Polyhaline",0,0,0,0,0,0,0.1,0.08,0
"1641","SOS","VI","3","1","Low","West Coast","Riverine","Mesotidal","Polyhaline",0,0,1.15,0,0,0,0.3,-0.02,0
"1642","SOS","VI","3","2","Low","West Coast","Riverine","Mesotidal","Polyhaline",0,0,0.45,0,0,0,-0.1,0.02,0
"1643","SOS","VI","3","3","Mid","West Coast","Riverine","Mesotidal","Polyhaline",0,0,0.74,0,0,0,-0.1,-0.02,0
"1644","SOS","VI","3","4","Mid","West Coast","Riverine","Mesotidal","Polyhaline",0,0,0.86,0,0,0,-0.3,0,0
"1645","SOS","VI","3","5","Low","West Coast","Riverine","Mesotidal","Polyhaline",0.58,-0.59,0,0,0.01,0,-0.1,-0.01,0
"1646","SOS","VI","4","1","Low","West Coast","Riverine","Mesotidal","Polyhaline",0,0,1.05,0,0,0,0,0,0
"1647","SOS","VI","4","2","Low","West Coast","Riverine","Mesotidal","Polyhaline",0,0,-0.36,0,0,0,0.1,0.01,0
"1648","SOS","VI","4","3","Low","West Coast","Riverine","Mesotidal","Polyhaline",0,0,0.53,0,0,0,0.1,0.03,0
"1649","SOS","VI","4","4","Low","West Coast","Riverine","Mesotidal","Polyhaline",0,0,2.22,0,0,0,0.2,-0.01,0
"1650","SOS","VM","1","1","Mid","West Coast","Riverine","Mesotidal","Polyhaline",0,0,1.14,0,0.01,0,0.1,0.03,0
"1651","SOS","VM","1","2","Mid","West Coast","Riverine","Mesotidal","Polyhaline",-0.18,0.18,-1.5,-0.12,-0.01,0,-0.4,-0.02,0
"1652","SOS","VM","2","1","Mid","West Coast","Riverine","Mesotidal","Polyhaline",0,0,-0.37,0,0,0,0.4,0.04,0
"1653","SOS","VM","2","2","Low","West Coast","Riverine","Mesotidal","Polyhaline",0.71,-0.71,-0.71,0,0.01,0,0,0.05,0
"1654","SOS","VM","2","3","Low","West Coast","Riverine","Mesotidal","Polyhaline",8.8,-8.8,-8.8,0,0.09,0,-0.1,-0.01,0
"1655","SOS","VM","2","4","Mid","West Coast","Riverine","Mesotidal","Polyhaline",0,0,-0.22,0,0,0,-0.1,-0.02,0
"1656","SOS","VM","2","5","Mid","West Coast","Riverine","Mesotidal","Polyhaline",0,0,-1.79,0,0,0,0.1,0.04,0
"1657","SOS","VM","3","1","Mid","West Coast","Riverine","Mesotidal","Polyhaline",0,0,1.01,0,0.01,0,0.2,0.05,0
"1658","SOS","VM","3","2","Mid","West Coast","Riverine","Mesotidal","Polyhaline",0.45,-0.45,-1.09,0,0,0,-0.4,0,0
"1659","SOS","VM","3","3","Mid","West Coast","Riverine","Mesotidal","Polyhaline",0,0,0.3,0,0,0,0.1,0.02,0
"1660","SOS","VM","4","1","Low","West Coast","Riverine","Mesotidal","Polyhaline",0,0,0,0,0,0,0,0,0
"1661","SOS","VM","4","2","Low","West Coast","Riverine","Mesotidal","Polyhaline",0,0,1.66,0,0,0,0,0.04,0
"1662","SOS","VM","4","3","Low","West Coast","Riverine","Mesotidal","Polyhaline",0,0,0,0,0,0,0,0,0
"1663","SOS","VM","4","4","Low","West Coast","Riverine","Mesotidal","Polyhaline",0,0,0.16,0,0,0,-0.1,0.07,0
"1664","SOS","VM","4","5","Low","West Coast","Riverine","Mesotidal","Polyhaline",0,0,0,0,0,0,0.2,0.07,0
"1665","SOS","VM","5","1","Low","West Coast","Riverine","Mesotidal","Polyhaline",0,0,3.9,0,0,0,0.1,0.03,0
"1666","SOS","VM","5","2","Low","West Coast","Riverine","Mesotidal","Polyhaline",0,0,0,0,0,0,0,0.01,0
"1667","SOS","VM","5","3","Low","West Coast","Riverine","Mesotidal","Polyhaline",0,0,0,0,0,0,0.1,0.04,0
"1668","SOS","VM","5","4","Low","West Coast","Riverine","Mesotidal","Polyhaline",0,0,0,0,0,0,0,0.03,0
"1669","SOS","VM","5","5","Low","West Coast","Riverine","Mesotidal","Polyhaline",0,0,1.3,0,0,0,-0.1,-0.03,0
"1670","TJR","Brazo Creek","East","0","Mid","West Coast","Back Barrier","Mesotidal","Polyhaline",-2.33,2.33,2.33,NA,0,NA,0,0,0
"1671","TJR","Brazo Creek","East","14","Up","West Coast","Back Barrier","Mesotidal","Polyhaline",6.61,-6.61,-6.61,NA,0,NA,0,0.04,0
"1672","TJR","Brazo Creek","East","19.5","Up","West Coast","Back Barrier","Mesotidal","Polyhaline",-23.93,23.93,23.93,NA,0,NA,0,0.07,0
"1673","TJR","Brazo Creek","East","8","Mid","West Coast","Back Barrier","Mesotidal","Polyhaline",-3.33,3.33,3.33,NA,0,NA,0.33,0.21,0
"1674","TJR","Brazo Creek","Middle","0","Mid","West Coast","Back Barrier","Mesotidal","Polyhaline",-0.33,0.33,0.33,NA,0,NA,0,0,0
"1675","TJR","Brazo Creek","Middle","12","Mid","West Coast","Back Barrier","Mesotidal","Polyhaline",0.67,-0.67,-0.67,NA,0,NA,0,0.2,0
"1676","TJR","Brazo Creek","Middle","17","Mid","West Coast","Back Barrier","Mesotidal","Polyhaline",-0.33,0.33,1.33,NA,0.01,NA,-0.33,-0.11,0.01
"1677","TJR","Brazo Creek","Middle","8","Mid","West Coast","Back Barrier","Mesotidal","Polyhaline",0,0,0,NA,-0.22,NA,0,0.16,0
"1678","TJR","Brazo Creek","West","0","Mid","West Coast","Back Barrier","Mesotidal","Polyhaline",-0.33,0.33,0.33,NA,0,NA,0,0,0
"1679","TJR","Brazo Creek","West","13","Mid","West Coast","Back Barrier","Mesotidal","Polyhaline",-1.67,1.67,1.67,NA,0,NA,0,0.01,0
"1680","TJR","Brazo Creek","West","18","Mid","West Coast","Back Barrier","Mesotidal","Polyhaline",-20.1,20.1,10.07,NA,0,NA,1,0.27,-0.1
"1681","TJR","Brazo Creek","West","8","Mid","West Coast","Back Barrier","Mesotidal","Polyhaline",0.83,-0.84,-0.84,NA,0,NA,0,0.03,0
"1682","TJR","Horse Trail","Middle","0","Mid","West Coast","Back Barrier","Mesotidal","Polyhaline",0,0,0,NA,0,NA,0,0.01,0
"1683","TJR","Horse Trail","Middle","19","Mid","West Coast","Back Barrier","Mesotidal","Polyhaline",-0.25,0.25,0.25,NA,0,NA,-0.25,-0.04,0
"1684","TJR","Horse Trail","Middle","38","Mid","West Coast","Back Barrier","Mesotidal","Polyhaline",0,0,0,NA,0,NA,-0.25,-0.12,0
"1685","TJR","Horse Trail","Middle","41","Mid","West Coast","Back Barrier","Mesotidal","Polyhaline",0.5,-0.5,-0.5,NA,0.01,NA,0,-0.07,0
"1686","TJR","Horse Trail","Middle","45","Mid","West Coast","Back Barrier","Mesotidal","Polyhaline",-0.25,0.25,0.25,NA,0,NA,0.25,0.05,0
"1687","TJR","Horse Trail","North","0","Mid","West Coast","Back Barrier","Mesotidal","Polyhaline",0.2,-0.2,-0.2,NA,0,NA,0.25,-0.01,0
"1688","TJR","Horse Trail","North","11","Mid","West Coast","Back Barrier","Mesotidal","Polyhaline",-0.25,0.25,0.25,NA,0,NA,0,0,0
"1689","TJR","Horse Trail","North","22","Mid","West Coast","Back Barrier","Mesotidal","Polyhaline",-0.5,0.5,0.5,NA,0,NA,-0.25,0,0
"1690","TJR","Horse Trail","North","28","Mid","West Coast","Back Barrier","Mesotidal","Polyhaline",1.88,-1.88,-1.88,NA,-0.02,NA,0,-0.04,0
"1691","TJR","Horse Trail","North","35","Mid","West Coast","Back Barrier","Mesotidal","Polyhaline",-1.25,1.25,1.25,NA,0,NA,0,0,0
"1692","TJR","Horse Trail","South","0","Mid","West Coast","Back Barrier","Mesotidal","Polyhaline",0.25,-0.25,-0.25,NA,0,NA,0,0,0
"1693","TJR","Horse Trail","South","21","Mid","West Coast","Back Barrier","Mesotidal","Polyhaline",0,0,0,NA,0,NA,0,0.05,0
"1694","TJR","Horse Trail","South","42","Mid","West Coast","Back Barrier","Mesotidal","Polyhaline",-1.25,1.25,1.25,NA,0,NA,-0.25,-0.01,0
"1695","TJR","Horse Trail","South","48","Mid","West Coast","Back Barrier","Mesotidal","Polyhaline",-0.25,0.25,0.25,NA,0,NA,0,0.02,0
"1696","TJR","Horse Trail","South","52","Mid","West Coast","Back Barrier","Mesotidal","Polyhaline",-0.75,0.75,0.75,NA,0,NA,0.25,0.01,0
"1697","TJR","McCoy North","Middle","13R","Mid","West Coast","Back Barrier","Mesotidal","Polyhaline",0.64,-0.64,-0.64,NA,0,NA,0,0,0
"1698","TJR","McCoy North","Middle","25L","Mid","West Coast","Back Barrier","Mesotidal","Polyhaline",1.78,-1.78,-1.78,NA,0,NA,-0.22,-0.05,0
"1699","TJR","McCoy North","Middle","3L","Up","West Coast","Back Barrier","Mesotidal","Polyhaline",-2.62,2.62,2.52,NA,0,NA,0.22,0.02,NA
"1700","TJR","McCoy North","Middle","46R","Mid","West Coast","Back Barrier","Mesotidal","Polyhaline",0.19,-0.19,-0.19,NA,0,NA,0.11,-0.02,0
"1701","TJR","McCoy North","Middle","74L","Mid","West Coast","Back Barrier","Mesotidal","Polyhaline",0.55,-0.55,-0.55,NA,0,NA,0,0.02,0
"1702","TJR","McCoy South","Middle","0R","Up","West Coast","Back Barrier","Mesotidal","Polyhaline",4.51,-4.51,0,NA,0,NA,0,0,0
"1703","TJR","McCoy South","Middle","12L","Mid","West Coast","Back Barrier","Mesotidal","Polyhaline",-0.06,0.06,0.06,NA,0,NA,-0.11,-0.04,0
"1704","TJR","McCoy South","Middle","17R","Low","West Coast","Back Barrier","Mesotidal","Polyhaline",1.67,-1.67,-1.67,NA,0.02,NA,-0.11,0,0
"1705","TJR","McCoy South","Middle","20R","Low","West Coast","Back Barrier","Mesotidal","Polyhaline",5,-5,-5,NA,0.05,NA,0.11,0.03,0
"1706","TJR","McCoy South","Middle","2L","Up","West Coast","Back Barrier","Mesotidal","Polyhaline",4.62,-4.61,-4.61,NA,0,NA,0.11,0.02,0
"1707","TJR","McCoy South","Middle","4R","Up","West Coast","Back Barrier","Mesotidal","Polyhaline",4.52,-4.52,-3.22,NA,0,NA,-0.11,0,0.01
"1708","TJR","McCoy South","Middle","6L","Mid","West Coast","Back Barrier","Mesotidal","Polyhaline",1.34,-1.34,-1.34,NA,0,NA,0,0.03,0
"1709","TJR","McCoy South","Middle","8R","Mid","West Coast","Back Barrier","Mesotidal","Polyhaline",-0.56,0.56,0.47,NA,0,NA,0.11,0,0
"1710","TJR","McCoy South","North","0R","Up","West Coast","Back Barrier","Mesotidal","Polyhaline",0.32,-0.32,0.41,NA,0,NA,0,0.03,0.01
"1711","TJR","McCoy South","North","10R","Mid","West Coast","Back Barrier","Mesotidal","Polyhaline",1.11,-1.11,-1.11,NA,0,NA,-0.11,0.01,0
"1712","TJR","McCoy South","North","12L","Mid","West Coast","Back Barrier","Mesotidal","Polyhaline",0,0,0,NA,0,NA,-0.11,-0.02,0
"1713","TJR","McCoy South","North","18R","Low","West Coast","Back Barrier","Mesotidal","Polyhaline",2,-2,-2,NA,0.02,NA,-0.11,-0.01,0
"1714","TJR","McCoy South","North","21R","Low","West Coast","Back Barrier","Mesotidal","Polyhaline",2.78,-2.78,-2.78,NA,0.03,NA,0,0,0
"1715","TJR","McCoy South","North","2L","Up","West Coast","Back Barrier","Mesotidal","Polyhaline",-0.79,0.79,0.49,NA,0,NA,0.11,0.07,-0.03
"1716","TJR","McCoy South","North","4R","Up","West Coast","Back Barrier","Mesotidal","Polyhaline",-4.67,4.67,0.22,NA,0,NA,0.22,0.02,NA
"1717","TJR","McCoy South","North","6L","Mid","West Coast","Back Barrier","Mesotidal","Polyhaline",-0.1,0.1,-0.44,NA,0,NA,0,0.01,-0.09
"1718","TJR","McCoy South","South","0R","Up","West Coast","Back Barrier","Mesotidal","Polyhaline",-1.32,1.32,-0.21,NA,0,NA,-0.11,0,0
"1719","TJR","McCoy South","South","10R","Mid","West Coast","Back Barrier","Mesotidal","Polyhaline",0,0,0,NA,-0.03,NA,-0.11,-0.07,0
"1720","TJR","McCoy South","South","13L","Mid","West Coast","Back Barrier","Mesotidal","Polyhaline",0,0,0,NA,0,NA,-0.11,-0.01,0
"1721","TJR","McCoy South","South","17R","Low","West Coast","Back Barrier","Mesotidal","Polyhaline",3.67,-3.67,-3.67,NA,0.04,NA,-0.11,0,0
"1722","TJR","McCoy South","South","20R","Low","West Coast","Back Barrier","Mesotidal","Polyhaline",0,0,0,NA,0,NA,0,0.01,0
"1723","TJR","McCoy South","South","2L","Up","West Coast","Back Barrier","Mesotidal","Polyhaline",10.9,-10.9,-0.32,NA,0,NA,-0.22,-0.02,0
"1724","TJR","McCoy South","South","4R","Up","West Coast","Back Barrier","Mesotidal","Polyhaline",0.68,-0.68,-0.31,NA,0,NA,-0.33,-0.11,-0.04
"1725","TJR","McCoy South","South","8L","Mid","West Coast","Back Barrier","Mesotidal","Polyhaline",0,0,0,NA,0,NA,-0.11,-0.05,0
"1726","TJR","Model Marsh","East","0","Mid","West Coast","Back Barrier","Mesotidal","Polyhaline",0,0,0,NA,0,NA,0,0,0
"1727","TJR","Model Marsh","East","100","Mid","West Coast","Back Barrier","Mesotidal","Polyhaline",-2.39,2.39,2.39,NA,0,NA,-0.25,-0.06,0
"1728","TJR","Model Marsh","East","120","Mid","West Coast","Back Barrier","Mesotidal","Polyhaline",0.88,-0.88,-0.88,NA,0,NA,0,0.08,0
"1729","TJR","Model Marsh","East","135","Mid","West Coast","Back Barrier","Mesotidal","Polyhaline",-1.8,1.79,1.79,NA,0,NA,0,0.01,0
"1730","TJR","Model Marsh","East","20","Mid","West Coast","Back Barrier","Mesotidal","Polyhaline",-12.75,12.75,12.75,NA,-0.09,NA,-0.25,-0.11,0
"1731","TJR","Model Marsh","East","40","Low","West Coast","Back Barrier","Mesotidal","Polyhaline",-7.5,7.5,7.5,NA,-0.08,NA,0,0,0
"1732","TJR","Model Marsh","East","60","Low","West Coast","Back Barrier","Mesotidal","Polyhaline",-11.25,11.25,11.25,NA,-0.11,NA,0,0.01,0
"1733","TJR","Model Marsh","East","80","Mid","West Coast","Back Barrier","Mesotidal","Polyhaline",-4.18,4.18,4.18,NA,0.03,NA,0,0.08,0
"1734","TJR","Model Marsh","Middle","0","Mid","West Coast","Back Barrier","Mesotidal","Polyhaline",0,0,0,NA,0,NA,0,0,0
"1735","TJR","Model Marsh","Middle","100","Mid","West Coast","Back Barrier","Mesotidal","Polyhaline",1.25,-1.25,-1.25,NA,-0.01,NA,0.25,0.06,0
"1736","TJR","Model Marsh","Middle","120","Mid","West Coast","Back Barrier","Mesotidal","Polyhaline",7.78,-7.77,-7.77,NA,0,NA,0.25,0.17,0
"1737","TJR","Model Marsh","Middle","135","Mid","West Coast","Back Barrier","Mesotidal","Polyhaline",3.75,-3.75,-3.75,NA,0,NA,-0.25,-0.01,0
"1738","TJR","Model Marsh","Middle","20","Low","West Coast","Back Barrier","Mesotidal","Polyhaline",-0.15,0.15,0.15,NA,-0.02,NA,0,0.07,0
"1739","TJR","Model Marsh","Middle","40","Mid","West Coast","Back Barrier","Mesotidal","Polyhaline",2.5,-2.5,-2.5,NA,0,NA,0,0.01,0
"1740","TJR","Model Marsh","Middle","60","Mid","West Coast","Back Barrier","Mesotidal","Polyhaline",-12.75,12.75,12.75,NA,-0.03,NA,0,-0.13,0
"1741","TJR","Model Marsh","Middle","80","Mid","West Coast","Back Barrier","Mesotidal","Polyhaline",-3.75,3.75,3.75,NA,-0.08,NA,0.25,-0.06,0
