"","Reserve","SiteID","Year","Vegetation_Zone","Region","Geomorphology","tidal_range","salinity","abiotic_cover","live_cover","halophyte","freshwater","EIR","invasive_cover","Richness","SWdiv","salt_ratio"
"565","NOC","MI",2020,"Low","Southeast","Back Barrier","Microtidal","Polyhaline",37.59,62.41,62.41,0,0.35,0,0.84,0.03,0.73
"566","NOC","MI",2020,"Mid","Southeast","Back Barrier","Microtidal","Polyhaline",16.05,83.95,83.95,0,0,0,3.25,0.76,1
"567","NOC","MM",2008,"Low","Southeast","Back Barrier","Microtidal","Polyhaline",30.17,69.83,69.83,0,0.21,0,0.89,0,0.89
"568","NOC","MM",2009,"Low","Southeast","Back Barrier","Microtidal","Polyhaline",31.82,68.18,68.18,0,0.27,0,0.92,0,0.92
"569","NOC","MM",2010,"Low","Southeast","Back Barrier","Microtidal","Polyhaline",34.17,65.83,65.83,0,0.19,0,0.86,0,0.86
"570","NOC","MM",2011,"Low","Southeast","Back Barrier","Microtidal","Polyhaline",42.9,57.1,57.1,0,0.34,0,0.91,0,0.91
"571","NOC","MM",2012,"Low","Southeast","Back Barrier","Microtidal","Polyhaline",30.04,69.96,69.96,0,0.26,0,0.85,0,0.85
"572","NOC","MM",2013,"Low","Southeast","Back Barrier","Microtidal","Polyhaline",24.29,75.71,75.71,0,0.19,0,0.83,0,0.83
"573","NOC","MM",2014,"Low","Southeast","Back Barrier","Microtidal","Polyhaline",60.87,39.13,39.11,0,0.44,0,0.83,0,0.81
"574","NOC","MM",2015,"Low","Southeast","Back Barrier","Microtidal","Polyhaline",66.48,33.52,33.52,0,0.48,0,0.75,0,0.75
"575","NOC","MM",2016,"Low","Southeast","Back Barrier","Microtidal","Polyhaline",65.64,34.36,34.1,0,0.49,0,0.88,0.01,0.86
"576","NOC","MM",2017,"Low","Southeast","Back Barrier","Microtidal","Polyhaline",71.94,28.06,27.61,0,0.58,0,0.88,0,0.88
"577","NOC","MM",2019,"Low","Southeast","Back Barrier","Microtidal","Polyhaline",76.37,23.63,22.1,0,0.53,0,0.98,0.02,0.95
"578","SOS","DM",2010,"Low","West Coast","Riverine","Mesotidal","Mesohaline",0,100,27.11,3.73,0,0,7.23,1.62,0.96
"579","SOS","DM",2010,"Mid","West Coast","Riverine","Mesotidal","Mesohaline",0,100,26.31,0.27,0.03,0,7.2,1.56,1
"580","SOS","DM",2016,"Low","West Coast","Riverine","Mesotidal","Mesohaline",0,100,36.93,0,0,0,6,1.2,1
"581","SOS","DM",2016,"Mid","West Coast","Riverine","Mesotidal","Mesohaline",0,100,28.74,0.23,0.06,0,7.94,1.72,1
"582","SOS","DM",2019,"Low","West Coast","Riverine","Mesotidal","Mesohaline",0,100,32.34,0,0,0,5.67,1.29,1
"583","SOS","DM",2019,"Mid","West Coast","Riverine","Mesotidal","Mesohaline",0,100,29.9,1.7,0.06,0,7.33,1.71,0.98
"584","SOS","HC",2010,"Low","West Coast","Riverine","Mesotidal","Mesohaline",0,100,56.86,0,0,0,7.5,1.56,1
"585","SOS","HC",2010,"Mid","West Coast","Riverine","Mesotidal","Mesohaline",0,100,49.44,0.21,0.09,0,7.38,1.56,1
"586","SOS","HC",2015,"Low","West Coast","Riverine","Mesotidal","Mesohaline",0,100,73.72,0,0,0,5.75,1.6,1
"587","SOS","HC",2015,"Mid","West Coast","Riverine","Mesotidal","Mesohaline",0,100,53.33,0.51,0.1,0.16,8.12,1.78,0.99
"588","SOS","HC",2016,"Low","West Coast","Riverine","Mesotidal","Mesohaline",0,100,78.46,0,0,0,5.18,1.51,1
"589","SOS","HC",2016,"Mid","West Coast","Riverine","Mesotidal","Mesohaline",0,100,56.16,2.21,0.08,0,8.07,1.81,0.97
"590","SOS","HC",2019,"Low","West Coast","Riverine","Mesotidal","Mesohaline",0.38,99.63,85.92,0,0,0,6.27,1.63,1
"591","SOS","HC",2019,"Mid","West Coast","Riverine","Mesotidal","Mesohaline",0.1,99.9,51.94,1.97,0.07,0,8.3,1.82,0.98
"592","SOS","MI",2010,"Low","West Coast","Bay Front","Mesotidal","Polyhaline",0,100,71.94,0,0,0,3.85,1.09,1
"593","SOS","MI",2017,"Low","West Coast","Bay Front","Mesotidal","Polyhaline",1.45,98.54,96.35,0,0.01,0,4.85,1.27,1
"594","SOS","MI",2020,"Low","West Coast","Bay Front","Mesotidal","Polyhaline",3.86,96.14,88.27,0,0.04,0,5.35,1.4,1
"595","SOS","MM",2010,"Low","West Coast","Bay Front","Mesotidal","Polyhaline",0,100,98.56,0,0,0,4.2,0.96,1
"596","SOS","MM",2010,"Mid","West Coast","Bay Front","Mesotidal","Polyhaline",4.52,95.48,38.08,0,0.29,0,5,1.18,1
"597","SOS","MM",2015,"Low","West Coast","Bay Front","Mesotidal","Polyhaline",2.74,97.26,97.26,0,0.03,0,3.1,0.83,1
"598","SOS","MM",2015,"Mid","West Coast","Bay Front","Mesotidal","Polyhaline",1.03,98.97,40.08,0,0.34,0,6.1,1.45,1
"599","SOS","MM",2016,"Low","West Coast","Bay Front","Mesotidal","Polyhaline",0,100,100,0,0,0,2.7,0.87,1
"600","SOS","MM",2016,"Mid","West Coast","Bay Front","Mesotidal","Polyhaline",0,100,44.52,0,0.38,0,5.9,1.49,1
"601","SOS","MM",2017,"Low","West Coast","Bay Front","Mesotidal","Polyhaline",2.71,97.29,97.29,0,0.03,0,2.8,0.87,1
"602","SOS","MM",2017,"Mid","West Coast","Bay Front","Mesotidal","Polyhaline",0,100,35.77,0,0.29,0,5.4,1.35,1
"603","SOS","MM",2019,"Low","West Coast","Bay Front","Mesotidal","Polyhaline",1.16,98.84,98.84,0,0.01,0,3.2,1.01,1
"604","SOS","MM",2019,"Mid","West Coast","Bay Front","Mesotidal","Polyhaline",0,100,34.83,0,0.28,0,6.5,1.43,1
"605","SOS","MM",2020,"Low","West Coast","Bay Front","Mesotidal","Polyhaline",2.11,97.89,97.89,0,0.02,0,3.4,0.94,1
"606","SOS","MM",2020,"Mid","West Coast","Bay Front","Mesotidal","Polyhaline",0,100,39.75,0,0.32,0,6.9,1.5,1
"607","SOS","VI",2010,"Low","West Coast","Riverine","Mesotidal","Polyhaline",0,100,86.73,0,0,0,4.56,0.96,1
"608","SOS","VI",2010,"Mid","West Coast","Riverine","Mesotidal","Polyhaline",0,100,67.61,0,0,0,8,1.54,1
"609","SOS","VI",2017,"Low","West Coast","Riverine","Mesotidal","Polyhaline",0,100,97.45,0,0,0,4.33,1.13,1
"610","SOS","VI",2017,"Mid","West Coast","Riverine","Mesotidal","Polyhaline",0,100.02,70.34,0,0,0,6,1.41,1
"611","SOS","VI",2020,"Low","West Coast","Riverine","Mesotidal","Polyhaline",0.32,99.67,95.9,0,0,0,4.83,1.2,1
"612","SOS","VI",2020,"Mid","West Coast","Riverine","Mesotidal","Polyhaline",0,100,75.61,0,0,0,6,1.44,1
"613","SOS","VM",2010,"Low","West Coast","Riverine","Mesotidal","Polyhaline",0,100,93.72,0,0,0,3.42,0.61,1
"614","SOS","VM",2010,"Mid","West Coast","Riverine","Mesotidal","Polyhaline",0.23,99.78,59.15,0.14,0.28,0,7.62,1.52,1
"615","SOS","VM",2016,"Low","West Coast","Riverine","Mesotidal","Polyhaline",0,100,98.73,0,0,0,3.42,0.73,1
"616","SOS","VM",2016,"Mid","West Coast","Riverine","Mesotidal","Polyhaline",0,100,61.33,0.37,0.32,0,8.5,1.73,1
"617","SOS","VM",2017,"Low","West Coast","Riverine","Mesotidal","Polyhaline",1,99,94.03,0,0.01,0,3.33,0.79,1
"618","SOS","VM",2017,"Mid","West Coast","Riverine","Mesotidal","Polyhaline",0.26,99.74,54.81,0.32,0.28,0,9.12,1.79,0.99
"619","SOS","VM",2019,"Low","West Coast","Riverine","Mesotidal","Polyhaline",8.36,91.64,87.67,0,0.08,0,4,0.93,1
"620","SOS","VM",2019,"Mid","West Coast","Riverine","Mesotidal","Polyhaline",0.53,99.46,64.58,0.52,0.34,0,7.62,1.67,0.99
"621","SOS","VM",2020,"Low","West Coast","Riverine","Mesotidal","Polyhaline",7.92,92.08,91.65,0,0.08,0,3.5,0.85,1
"622","SOS","VM",2020,"Mid","West Coast","Riverine","Mesotidal","Polyhaline",0.56,99.44,55.99,0,0.28,0,7.62,1.71,1
"623","TJR","Brazo Creek",2017,"Mid","West Coast","Back Barrier","Mesotidal","Polyhaline",9.23,90.77,90.47,0,0.09,0,2.1,0.2,1
"624","TJR","Brazo Creek",2017,"Up","West Coast","Back Barrier","Mesotidal","Polyhaline",37.4,62.6,62.6,0,0,0,2.5,0.21,1
"625","TJR","Brazo Creek",2018,"Mid","West Coast","Back Barrier","Mesotidal","Polyhaline",2.5,97.5,95.15,0,0.09,0,2.2,0.27,0.97
"626","TJR","Brazo Creek",2018,"Up","West Coast","Back Barrier","Mesotidal","Polyhaline",8.5,91.5,90.2,0,0,0,3,0.6,0.99
"627","TJR","Brazo Creek",2019,"Mid","West Coast","Back Barrier","Mesotidal","Polyhaline",7.95,92.05,91.33,0,0.06,0,2.1,0.34,0.99
"628","TJR","Brazo Creek",2019,"Up","West Coast","Back Barrier","Mesotidal","Polyhaline",27.32,72.67,69.57,0,0,0,3,0.43,0.94
"629","TJR","Brazo Creek",2020,"Mid","West Coast","Back Barrier","Mesotidal","Polyhaline",1.15,98.85,95.84,0,0.03,0,2.4,0.43,0.97
"630","TJR","Brazo Creek",2020,"Up","West Coast","Back Barrier","Mesotidal","Polyhaline",11.41,88.59,88.59,0,0,0,2.5,0.36,1
"631","TJR","Horse Trail",2017,"Mid","West Coast","Back Barrier","Mesotidal","Polyhaline",1.99,98.01,98.01,0,0.01,0,2.07,0.23,1
"632","TJR","Horse Trail",2018,"Mid","West Coast","Back Barrier","Mesotidal","Polyhaline",11.05,88.95,88.95,0,0,0,2.2,0.27,1
"633","TJR","Horse Trail",2019,"Mid","West Coast","Back Barrier","Mesotidal","Polyhaline",2.3,97.7,97.67,0,0.02,0,1.93,0.2,1
"634","TJR","Horse Trail",2020,"Mid","West Coast","Back Barrier","Mesotidal","Polyhaline",2.73,97.27,97.13,0,0.01,0,2.07,0.2,1
"635","TJR","Horse Trail",2021,"Mid","West Coast","Back Barrier","Mesotidal","Polyhaline",1.47,98.53,98.53,0,0.01,0,2,0.19,1
"636","TJR","McCoy North",2012,"Mid","West Coast","Back Barrier","Mesotidal","Polyhaline",36.09,63.91,63.91,0,0,0,4.5,0.76,1
"637","TJR","McCoy North",2012,"Up","West Coast","Back Barrier","Mesotidal","Polyhaline",100,0,0,0,0,0,0,0,0
"638","TJR","McCoy North",2013,"Mid","West Coast","Back Barrier","Mesotidal","Polyhaline",44.48,55.52,55.52,0,0,0,3.75,0.63,1
"639","TJR","McCoy North",2013,"Up","West Coast","Back Barrier","Mesotidal","Polyhaline",100,0,0,0,0,0,0,0,0
"640","TJR","McCoy North",2014,"Mid","West Coast","Back Barrier","Mesotidal","Polyhaline",44.25,55.75,55.75,0,0,0,3.25,0.54,1
"641","TJR","McCoy North",2014,"Up","West Coast","Back Barrier","Mesotidal","Polyhaline",100,0,0,0,0,0,0,0,0
"642","TJR","McCoy North",2015,"Mid","West Coast","Back Barrier","Mesotidal","Polyhaline",45.47,54.53,54.53,0,0,0,3.25,0.45,1
"643","TJR","McCoy North",2015,"Up","West Coast","Back Barrier","Mesotidal","Polyhaline",100,0,0,0,0,0,0,0,0
"644","TJR","McCoy North",2016,"Mid","West Coast","Back Barrier","Mesotidal","Polyhaline",39.5,60.5,60.38,0,0,0,3.5,0.41,0.98
"645","TJR","McCoy North",2016,"Up","West Coast","Back Barrier","Mesotidal","Polyhaline",65,35,0,0,0,0,1,0,0
"646","TJR","McCoy North",2017,"Mid","West Coast","Back Barrier","Mesotidal","Polyhaline",38.25,61.75,61.75,0,0,0,3.25,0.49,1
"647","TJR","McCoy North",2017,"Up","West Coast","Back Barrier","Mesotidal","Polyhaline",100,0,0,0,0,0,0,0,0
"648","TJR","McCoy North",2018,"Mid","West Coast","Back Barrier","Mesotidal","Polyhaline",47.25,52.75,52.75,0,0,0,2.75,0.23,1
"649","TJR","McCoy North",2018,"Up","West Coast","Back Barrier","Mesotidal","Polyhaline",100,0,0,0,0,0,0,0,0
"650","TJR","McCoy North",2019,"Mid","West Coast","Back Barrier","Mesotidal","Polyhaline",45.05,54.95,54.95,0,0,0,4,0.61,1
"651","TJR","McCoy North",2019,"Up","West Coast","Back Barrier","Mesotidal","Polyhaline",76.9,23.1,23.1,0,0,0,1,0,1
"652","TJR","McCoy North",2020,"Mid","West Coast","Back Barrier","Mesotidal","Polyhaline",38.53,61.46,61.46,0,0,0,3.5,0.37,1
"653","TJR","McCoy North",2020,"Up","West Coast","Back Barrier","Mesotidal","Polyhaline",81.8,18.2,18.2,0,0,0,1,0,1
"654","TJR","McCoy North",2021,"Mid","West Coast","Back Barrier","Mesotidal","Polyhaline",43.23,56.78,56.78,0,0,0,4.25,0.66,1
"655","TJR","McCoy North",2021,"Up","West Coast","Back Barrier","Mesotidal","Polyhaline",76.4,23.6,22.7,0,0,0,2,0.16,0.96
"656","TJR","McCoy South",2012,"Low","West Coast","Back Barrier","Mesotidal","Polyhaline",34,66,66,0,0.34,0,2,0.09,1
"657","TJR","McCoy South",2012,"Mid","West Coast","Back Barrier","Mesotidal","Polyhaline",14.83,85.17,85.17,0,0.04,0,3.33,0.75,1
"658","TJR","McCoy South",2012,"Up","West Coast","Back Barrier","Mesotidal","Polyhaline",58.39,41.61,13.43,0,0,0,2.22,0.33,0.35
"659","TJR","McCoy South",2013,"Low","West Coast","Back Barrier","Mesotidal","Polyhaline",46.67,53.33,53.33,0,0.47,0,1.83,0.24,1
"660","TJR","McCoy South",2013,"Mid","West Coast","Back Barrier","Mesotidal","Polyhaline",7.77,92.23,85.64,0,0.04,0,4.33,0.94,0.9
"661","TJR","McCoy South",2013,"Up","West Coast","Back Barrier","Mesotidal","Polyhaline",35.74,64.26,17.93,0,0,0,3.56,0.63,0.25
"662","TJR","McCoy South",2014,"Low","West Coast","Back Barrier","Mesotidal","Polyhaline",53.33,46.67,46.67,0,0.53,0,1.5,0.29,1
"663","TJR","McCoy South",2014,"Mid","West Coast","Back Barrier","Mesotidal","Polyhaline",12.42,87.58,87.58,0,0.02,0,3.67,0.89,1
"664","TJR","McCoy South",2014,"Up","West Coast","Back Barrier","Mesotidal","Polyhaline",64.62,35.38,16.92,0,0,0,2.67,0.49,0.44
"665","TJR","McCoy South",2015,"Low","West Coast","Back Barrier","Mesotidal","Polyhaline",60.83,39.17,39.17,0,0.61,0,1.5,0.29,1
"666","TJR","McCoy South",2015,"Mid","West Coast","Back Barrier","Mesotidal","Polyhaline",7.55,92.45,88.92,0,0.01,0,4,0.88,0.95
"667","TJR","McCoy South",2015,"Up","West Coast","Back Barrier","Mesotidal","Polyhaline",61.83,38.17,18.87,0,0,0,3.56,0.62,0.37
"668","TJR","McCoy South",2016,"Low","West Coast","Back Barrier","Mesotidal","Polyhaline",69.83,30.17,30.17,0,0.7,0,1.5,0.19,1
"669","TJR","McCoy South",2016,"Mid","West Coast","Back Barrier","Mesotidal","Polyhaline",12.1,87.9,87.58,0,0,0,3.78,0.88,0.96
"670","TJR","McCoy South",2016,"Up","West Coast","Back Barrier","Mesotidal","Polyhaline",63.9,36.1,22.22,0,0,0,2.67,0.45,0.57
"671","TJR","McCoy South",2017,"Low","West Coast","Back Barrier","Mesotidal","Polyhaline",58.33,41.67,41.67,0,0.58,0,1.5,0.22,1
"672","TJR","McCoy South",2017,"Mid","West Coast","Back Barrier","Mesotidal","Polyhaline",19.95,80.05,79.94,0,0,0,3.56,0.77,0.98
"673","TJR","McCoy South",2017,"Up","West Coast","Back Barrier","Mesotidal","Polyhaline",62.44,37.56,23.2,0,0,0,2.11,0.4,0.56
"674","TJR","McCoy South",2018,"Low","West Coast","Back Barrier","Mesotidal","Polyhaline",56.63,43.37,43.37,0,0.42,0,1.67,0.33,1
"675","TJR","McCoy South",2018,"Mid","West Coast","Back Barrier","Mesotidal","Polyhaline",10.59,89.41,85.67,0,0.01,0,3.67,0.73,0.9
"676","TJR","McCoy South",2018,"Up","West Coast","Back Barrier","Mesotidal","Polyhaline",67.13,32.87,23.6,0,0,0,2.44,0.45,0.51
"677","TJR","McCoy South",2019,"Low","West Coast","Back Barrier","Mesotidal","Polyhaline",65.08,34.92,34.92,0,0.65,0,1.5,0.24,1
"678","TJR","McCoy South",2019,"Mid","West Coast","Back Barrier","Mesotidal","Polyhaline",16.01,83.99,82.22,0,0,0,3.11,0.74,0.88
"679","TJR","McCoy South",2019,"Up","West Coast","Back Barrier","Mesotidal","Polyhaline",63.14,36.86,20.44,0,0,0,1.56,0.14,0.45
"680","TJR","McCoy South",2020,"Low","West Coast","Back Barrier","Mesotidal","Polyhaline",42.5,57.5,57.5,0,0.42,0,1.67,0.25,1
"681","TJR","McCoy South",2020,"Mid","West Coast","Back Barrier","Mesotidal","Polyhaline",20.12,79.88,79.59,0,0,0,3.22,0.7,0.94
"682","TJR","McCoy South",2020,"Up","West Coast","Back Barrier","Mesotidal","Polyhaline",71.02,28.98,12.96,0,0,0,1.89,0.34,0.39
"683","TJR","McCoy South",2021,"Low","West Coast","Back Barrier","Mesotidal","Polyhaline",56.67,43.33,43.33,0,0.57,0,1.67,0.14,1
"684","TJR","McCoy South",2021,"Mid","West Coast","Back Barrier","Mesotidal","Polyhaline",16.57,83.43,82.8,0,0.01,0,2.78,0.62,0.91
"685","TJR","McCoy South",2021,"Up","West Coast","Back Barrier","Mesotidal","Polyhaline",77.16,22.84,5.88,0,0,0,1.89,0.33,0.3
"686","TJR","Model Marsh",2017,"Low","West Coast","Back Barrier","Mesotidal","Polyhaline",41.67,58.33,58.33,0,0.42,0,1.67,0.19,1
"687","TJR","Model Marsh",2017,"Mid","West Coast","Back Barrier","Mesotidal","Polyhaline",33.33,66.67,66.67,0,0.09,0,2.14,0.35,0.95
"688","TJR","Model Marsh",2018,"Low","West Coast","Back Barrier","Mesotidal","Polyhaline",41.83,58.17,58.17,0,0.42,0,1.67,0.24,1
"689","TJR","Model Marsh",2018,"Mid","West Coast","Back Barrier","Mesotidal","Polyhaline",32.31,67.69,67.69,0,0.04,0,2.14,0.38,1
"690","TJR","Model Marsh",2019,"Low","West Coast","Back Barrier","Mesotidal","Polyhaline",49.83,50.17,50.17,0,0.5,0,1.67,0.27,1
"691","TJR","Model Marsh",2019,"Mid","West Coast","Back Barrier","Mesotidal","Polyhaline",30.1,69.9,69.9,0,0.02,0,2.1,0.38,1
"692","TJR","Model Marsh",2020,"Low","West Coast","Back Barrier","Mesotidal","Polyhaline",49.5,50.5,50.5,0,0.45,0,1.67,0.4,1
"693","TJR","Model Marsh",2020,"Mid","West Coast","Back Barrier","Mesotidal","Polyhaline",23.19,76.81,76.81,0,0.02,0,1.9,0.31,1
"694","TJR","Model Marsh",2021,"Low","West Coast","Back Barrier","Mesotidal","Polyhaline",16.47,83.53,83.53,0,0.12,0,1.67,0.3,1
"695","TJR","Model Marsh",2021,"Mid","West Coast","Back Barrier","Mesotidal","Polyhaline",27.29,72.71,72.71,0,0.02,0,2.05,0.33,1
"696","TJR","South Beach",2012,"Mid","West Coast","Back Barrier","Mesotidal","Polyhaline",40.44,59.56,59.39,0,0.08,0,1.67,0.26,0.85
"697","TJR","South Beach",2012,"Up","West Coast","Back Barrier","Mesotidal","Polyhaline",0,100,100,0,0,0,1.67,0.18,1
"698","TJR","South Beach",2013,"Mid","West Coast","Back Barrier","Mesotidal","Polyhaline",35.76,64.25,54.98,0,0.07,0,2.5,0.42,0.69
"699","TJR","South Beach",2013,"Up","West Coast","Back Barrier","Mesotidal","Polyhaline",2.33,97.67,97.67,0,0,0,1.67,0.18,1
"700","TJR","South Beach",2014,"Mid","West Coast","Back Barrier","Mesotidal","Polyhaline",47.87,52.13,50.62,0,0.07,0,2.06,0.32,0.85
"701","TJR","South Beach",2014,"Up","West Coast","Back Barrier","Mesotidal","Polyhaline",4.33,95.67,95.67,0,0,0,2,0.22,1
"702","TJR","South Beach",2015,"Mid","West Coast","Back Barrier","Mesotidal","Polyhaline",47.47,52.53,52.29,0,0.08,0,1.89,0.22,0.83
"703","TJR","South Beach",2015,"Up","West Coast","Back Barrier","Mesotidal","Polyhaline",8.33,91.67,91.67,0,0,0,1.67,0.24,1
"704","TJR","South Beach",2016,"Mid","West Coast","Back Barrier","Mesotidal","Polyhaline",45.76,54.24,53.51,0,0.08,0,2.11,0.34,0.84
"705","TJR","South Beach",2016,"Up","West Coast","Back Barrier","Mesotidal","Polyhaline",8.33,91.67,91.67,0,0,0,2,0.25,1
"706","TJR","South Beach",2017,"Mid","West Coast","Back Barrier","Mesotidal","Polyhaline",48.37,51.63,51.28,0,0.07,0,1.94,0.24,0.82
"707","TJR","South Beach",2017,"Up","West Coast","Back Barrier","Mesotidal","Polyhaline",24.33,75.67,75.67,0,0,0,2,0.26,1
"708","TJR","South Beach",2018,"Mid","West Coast","Back Barrier","Mesotidal","Polyhaline",49.49,50.51,49.55,0,0.06,0,1.94,0.28,0.84
"709","TJR","South Beach",2018,"Up","West Coast","Back Barrier","Mesotidal","Polyhaline",7.33,92.67,92.67,0,0,0,2,0.25,1
"710","TJR","South Beach",2019,"Mid","West Coast","Back Barrier","Mesotidal","Polyhaline",51.12,48.88,47.84,0,0.02,0,1.67,0.22,0.81
"711","TJR","South Beach",2019,"Up","West Coast","Back Barrier","Mesotidal","Polyhaline",8.67,91.33,91.33,0,0,0,2,0.24,1
"712","TJR","South Beach",2020,"Mid","West Coast","Back Barrier","Mesotidal","Polyhaline",45.13,54.87,47.42,0,0.05,0,1.83,0.26,0.74
"713","TJR","South Beach",2020,"Up","West Coast","Back Barrier","Mesotidal","Polyhaline",2.67,97.33,97.33,0,0,0,1.33,0.23,1
"714","TJR","South Beach",2021,"Mid","West Coast","Back Barrier","Mesotidal","Polyhaline",37.2,62.81,56.34,0,0.06,0,2.17,0.38,0.84
"715","TJR","South Beach",2021,"Up","West Coast","Back Barrier","Mesotidal","Polyhaline",4.33,95.67,95.67,0,0,0,1.67,0.28,1
"716","TJR","V1",2012,"Low","West Coast","Back Barrier","Mesotidal","Polyhaline",6.25,93.75,93.75,0,0.06,0,1,0,1
"717","TJR","V1",2012,"Mid","West Coast","Back Barrier","Mesotidal","Polyhaline",3.31,96.69,96.69,0,0.06,0,1.94,0.34,1
"718","TJR","V1",2012,"Up","West Coast","Back Barrier","Mesotidal","Polyhaline",2.14,97.86,97.86,0,0,0,2.43,0.5,1
"719","TJR","V1",2013,"Low","West Coast","Back Barrier","Mesotidal","Polyhaline",29.5,70.5,70.5,0,0.3,0,1,0,1
"720","TJR","V1",2013,"Mid","West Coast","Back Barrier","Mesotidal","Polyhaline",3.25,96.75,96.75,0,0.06,0,2.25,0.32,1
"721","TJR","V1",2013,"Up","West Coast","Back Barrier","Mesotidal","Polyhaline",5,95,94.74,0,0,0,2.86,0.48,1
"722","TJR","V1",2014,"Low","West Coast","Back Barrier","Mesotidal","Polyhaline",37.5,62.5,62.5,0,0.38,0,1,0,1
"723","TJR","V1",2014,"Mid","West Coast","Back Barrier","Mesotidal","Polyhaline",6.62,93.37,93.37,0,0.07,0,2.44,0.37,1
"724","TJR","V1",2014,"Up","West Coast","Back Barrier","Mesotidal","Polyhaline",6.43,93.57,93.57,0,0,0,3.14,0.51,1
"725","TJR","V1",2015,"Low","West Coast","Back Barrier","Mesotidal","Polyhaline",30,70,70,0,0.3,0,1,0,1
"726","TJR","V1",2015,"Mid","West Coast","Back Barrier","Mesotidal","Polyhaline",18.44,81.56,81.56,0,0.05,0,2.31,0.37,1
"727","TJR","V1",2015,"Up","West Coast","Back Barrier","Mesotidal","Polyhaline",10,90,90,0,0,0,2.57,0.42,1
"728","TJR","V1",2016,"Low","West Coast","Back Barrier","Mesotidal","Polyhaline",23.75,76.25,76.25,0,0.24,0,1,0,1
"729","TJR","V1",2016,"Mid","West Coast","Back Barrier","Mesotidal","Polyhaline",20.39,79.61,79.61,0,0.05,0,2.06,0.37,1
"730","TJR","V1",2016,"Up","West Coast","Back Barrier","Mesotidal","Polyhaline",10.28,89.72,89.72,0,0,0,2.86,0.5,1
"731","TJR","V1",2017,"Low","West Coast","Back Barrier","Mesotidal","Polyhaline",40,60,60,0,0.4,0,1,0,1
"732","TJR","V1",2017,"Mid","West Coast","Back Barrier","Mesotidal","Polyhaline",20.42,79.58,79.58,0,0.03,0,2.25,0.38,1
"733","TJR","V1",2017,"Up","West Coast","Back Barrier","Mesotidal","Polyhaline",6.57,93.43,93.43,0,0,0,2.71,0.41,1
"734","TJR","V1",2018,"Low","West Coast","Back Barrier","Mesotidal","Polyhaline",20.75,79.25,79.25,0,0.21,0,1,0,1
"735","TJR","V1",2018,"Mid","West Coast","Back Barrier","Mesotidal","Polyhaline",9.81,90.19,90.19,0,0.03,0,2.25,0.36,1
"736","TJR","V1",2018,"Up","West Coast","Back Barrier","Mesotidal","Polyhaline",6.07,93.93,93.86,0,0,0,3.14,0.43,1
"737","TJR","V1",2019,"Low","West Coast","Back Barrier","Mesotidal","Polyhaline",18.75,81.25,81.25,0,0.19,0,1,0,1
"738","TJR","V1",2019,"Mid","West Coast","Back Barrier","Mesotidal","Polyhaline",12.7,87.3,87.3,0,0.04,0,2.44,0.35,1
"739","TJR","V1",2019,"Up","West Coast","Back Barrier","Mesotidal","Polyhaline",10.27,89.73,89.73,0,0,0,3,0.53,1
"740","TJR","V1",2020,"Low","West Coast","Back Barrier","Mesotidal","Polyhaline",16.25,83.75,83.75,0,0.16,0,1,0,1
"741","TJR","V1",2020,"Mid","West Coast","Back Barrier","Mesotidal","Polyhaline",28.89,71.11,71.11,0,0.04,0,2.06,0.35,1
"742","TJR","V1",2020,"Up","West Coast","Back Barrier","Mesotidal","Polyhaline",9.9,90.1,90.1,0,0,0,2.43,0.44,1
"743","TJR","V1",2021,"Low","West Coast","Back Barrier","Mesotidal","Polyhaline",20.5,79.5,79.5,0,0.21,0,1,0,1
"744","TJR","V1",2021,"Mid","West Coast","Back Barrier","Mesotidal","Polyhaline",20.92,79.08,79.08,0,0.04,0,1.94,0.32,1
"745","TJR","V1",2021,"Up","West Coast","Back Barrier","Mesotidal","Polyhaline",7.51,92.49,92.49,0,0,0,3.43,0.62,1
"746","TJR","V3",2012,"Mid","West Coast","Back Barrier","Mesotidal","Polyhaline",19.5,80.5,80.5,0,0.04,0,4.75,0.69,0.96
"747","TJR","V3",2013,"Mid","West Coast","Back Barrier","Mesotidal","Polyhaline",15.34,84.66,83.4,0,0.04,0,5.17,0.95,0.98
"748","TJR","V3",2014,"Mid","West Coast","Back Barrier","Mesotidal","Polyhaline",23.13,76.87,76.87,0,0.04,0,5.25,0.91,1
"749","TJR","V3",2015,"Mid","West Coast","Back Barrier","Mesotidal","Polyhaline",21.71,78.29,78.29,0,0.04,0,4.96,0.87,1
"750","TJR","V3",2016,"Mid","West Coast","Back Barrier","Mesotidal","Polyhaline",22,78,78,0,0.04,0,4.38,0.76,1
"751","TJR","V3",2017,"Mid","West Coast","Back Barrier","Mesotidal","Polyhaline",18.24,81.76,80.9,0,0,0,5.04,0.87,0.99
"752","TJR","V3",2018,"Mid","West Coast","Back Barrier","Mesotidal","Polyhaline",17.19,82.81,81.81,0,0.03,0,4.67,0.86,0.98
"753","TJR","V3",2019,"Mid","West Coast","Back Barrier","Mesotidal","Polyhaline",17.62,82.38,82.38,0,0.03,0,4.88,0.95,1
"754","TJR","V3",2020,"Mid","West Coast","Back Barrier","Mesotidal","Polyhaline",16.02,83.98,83.98,0,0.04,0,4.71,0.9,1
"755","TJR","V3",2021,"Mid","West Coast","Back Barrier","Mesotidal","Polyhaline",10.33,89.68,86.7,0,0.04,0,5.33,0.9,0.97
