"","Reserve","SiteID","Region","Geomorphology","tidal_range","salinity","Metric","SampleSize","term","df","sumsq","meansq","statistic","pvalue"
"556","KAC","FR","West Coast","Bay Front","Macrotidal","Mesohaline","Freshwater Cover",546,"Residuals",540,18968.9873,35.1278,NA,1
"557","KAC","BS","West Coast","Back Barrier","Macrotidal","Oligohaline","Freshwater Cover",346,"Year",1,170.8808,170.8808,11.2303,9e-04
"558","KAC","BS","West Coast","Back Barrier","Macrotidal","Oligohaline","Freshwater Cover",346,"Vegetation_Zone",2,94784.0214,47392.0107,3114.6029,0
"559","KAC","BS","West Coast","Back Barrier","Macrotidal","Oligohaline","Freshwater Cover",346,"Year:Vegetation_Zone",2,2798.616,1399.308,91.9625,0
"560","KAC","BS","West Coast","Back Barrier","Macrotidal","Oligohaline","Freshwater Cover",346,"Residuals",340,5173.4632,15.2161,NA,1
"561","KAC","CP","West Coast","Bay Front","Macrotidal","Mesohaline","Freshwater Cover",463,"Year",1,1.7308,1.7308,0.5349,0.4649
"562","KAC","CP","West Coast","Bay Front","Macrotidal","Mesohaline","Freshwater Cover",463,"Vegetation_Zone",1,7.5092,7.5092,2.3207,0.1283
"563","KAC","CP","West Coast","Bay Front","Macrotidal","Mesohaline","Freshwater Cover",463,"Year:Vegetation_Zone",1,0.7469,0.7469,0.2308,0.6311
"564","KAC","CP","West Coast","Bay Front","Macrotidal","Mesohaline","Freshwater Cover",463,"Residuals",459,1485.2032,3.2357,NA,1
"565","KAC","SC","West Coast","Bay Front","Macrotidal","Mesohaline","Freshwater Cover",161,"Year",1,0,0,NA,1
"566","KAC","SC","West Coast","Bay Front","Macrotidal","Mesohaline","Freshwater Cover",161,"Vegetation_Zone",1,0,0,NA,1
"567","KAC","SC","West Coast","Bay Front","Macrotidal","Mesohaline","Freshwater Cover",161,"Year:Vegetation_Zone",1,0,0,NA,1
"568","KAC","SC","West Coast","Bay Front","Macrotidal","Mesohaline","Freshwater Cover",161,"Residuals",157,0,0,NA,1
"569","NAR","Nag","Northeast","Bay Front","Microtidal","Polyhaline","Freshwater Cover",312,"Year",1,0,0,NA,1
"570","NAR","Nag","Northeast","Bay Front","Microtidal","Polyhaline","Freshwater Cover",312,"Vegetation_Zone",2,0,0,NA,1
"571","NAR","Nag","Northeast","Bay Front","Microtidal","Polyhaline","Freshwater Cover",312,"Year:Vegetation_Zone",2,0,0,NA,1
"572","NAR","Nag","Northeast","Bay Front","Microtidal","Polyhaline","Freshwater Cover",312,"Residuals",306,0,0,NA,1
"573","NAR","Coggeshall","Northeast","Bay Front","Microtidal","Polyhaline","Freshwater Cover",273,"Year",1,0,0,NA,1
"574","NAR","Coggeshall","Northeast","Bay Front","Microtidal","Polyhaline","Freshwater Cover",273,"Vegetation_Zone",2,0,0,NA,1
"575","NAR","Coggeshall","Northeast","Bay Front","Microtidal","Polyhaline","Freshwater Cover",273,"Year:Vegetation_Zone",2,0,0,NA,1
"576","NAR","Coggeshall","Northeast","Bay Front","Microtidal","Polyhaline","Freshwater Cover",273,"Residuals",267,0,0,NA,1
"577","NIW","Segment A","Southeast","Riverine","Microtidal","Polyhaline","Freshwater Cover",319,"Year",1,10.718,10.718,1.7519,0.1866
"578","NIW","Segment A","Southeast","Riverine","Microtidal","Polyhaline","Freshwater Cover",319,"Vegetation_Zone",2,56.2655,28.1327,4.5983,0.0108
"579","NIW","Segment A","Southeast","Riverine","Microtidal","Polyhaline","Freshwater Cover",319,"Year:Vegetation_Zone",2,71.6888,35.8444,5.8588,0.0032
"580","NIW","Segment A","Southeast","Riverine","Microtidal","Polyhaline","Freshwater Cover",319,"Residuals",313,1914.9521,6.1181,NA,1
"581","NIW","Segment B","Southeast","Riverine","Microtidal","Polyhaline","Freshwater Cover",338,"Year",1,52.6239,52.6239,3.5351,0.061
"582","NIW","Segment B","Southeast","Riverine","Microtidal","Polyhaline","Freshwater Cover",338,"Vegetation_Zone",1,93.3082,93.3082,6.2681,0.0128
"583","NIW","Segment B","Southeast","Riverine","Microtidal","Polyhaline","Freshwater Cover",338,"Year:Vegetation_Zone",1,175.4131,175.4131,11.7836,7e-04
"584","NIW","Segment B","Southeast","Riverine","Microtidal","Polyhaline","Freshwater Cover",338,"Residuals",334,4971.9776,14.8862,NA,1
"585","NOC","MI","Southeast","Back Barrier","Microtidal","Polyhaline","Freshwater Cover",789,"Year",1,0,0,NA,1
"586","NOC","MI","Southeast","Back Barrier","Microtidal","Polyhaline","Freshwater Cover",789,"Vegetation_Zone",1,0,0,NA,1
"587","NOC","MI","Southeast","Back Barrier","Microtidal","Polyhaline","Freshwater Cover",789,"Year:Vegetation_Zone",1,0,0,NA,1
"588","NOC","MI","Southeast","Back Barrier","Microtidal","Polyhaline","Freshwater Cover",789,"Residuals",785,0,0,NA,1
"589","SOS","DM","West Coast","Riverine","Mesotidal","Mesohaline","Freshwater Cover",70,"Year",1,8.2374,8.2374,0.4327,0.513
"590","SOS","DM","West Coast","Riverine","Mesotidal","Mesohaline","Freshwater Cover",70,"Vegetation_Zone",1,36.6908,36.6908,1.9273,0.1697
"591","SOS","DM","West Coast","Riverine","Mesotidal","Mesohaline","Freshwater Cover",70,"Year:Vegetation_Zone",1,66.8475,66.8475,3.5114,0.0654
"592","SOS","DM","West Coast","Riverine","Mesotidal","Mesohaline","Freshwater Cover",70,"Residuals",66,1256.4764,19.0375,NA,1
"593","SOS","MM","West Coast","Bay Front","Mesotidal","Polyhaline","Freshwater Cover",120,"Year",1,0,0,NA,1
"594","SOS","MM","West Coast","Bay Front","Mesotidal","Polyhaline","Freshwater Cover",120,"Vegetation_Zone",1,0,0,NA,1
"595","SOS","MM","West Coast","Bay Front","Mesotidal","Polyhaline","Freshwater Cover",120,"Year:Vegetation_Zone",1,0,0,NA,1
"596","SOS","MM","West Coast","Bay Front","Mesotidal","Polyhaline","Freshwater Cover",120,"Residuals",116,0,0,NA,1
"597","SOS","HC","West Coast","Riverine","Mesotidal","Mesohaline","Freshwater Cover",122,"Year",1,25.5171,25.5171,2.7824,0.098
"598","SOS","HC","West Coast","Riverine","Mesotidal","Mesohaline","Freshwater Cover",122,"Vegetation_Zone",1,54.5957,54.5957,5.9531,0.0162
"599","SOS","HC","West Coast","Riverine","Mesotidal","Mesohaline","Freshwater Cover",122,"Year:Vegetation_Zone",1,8.6023,8.6023,0.938,0.3348
"600","SOS","HC","West Coast","Riverine","Mesotidal","Mesohaline","Freshwater Cover",122,"Residuals",118,1082.1723,9.171,NA,1
"601","SOS","VM","West Coast","Riverine","Mesotidal","Polyhaline","Freshwater Cover",100,"Year",1,0.0114,0.0114,0.0436,0.8351
"602","SOS","VM","West Coast","Riverine","Mesotidal","Polyhaline","Freshwater Cover",100,"Vegetation_Zone",1,1.7593,1.7593,6.7145,0.0111
"603","SOS","VM","West Coast","Riverine","Mesotidal","Polyhaline","Freshwater Cover",100,"Year:Vegetation_Zone",1,0.0171,0.0171,0.0654,0.7988
"604","SOS","VM","West Coast","Riverine","Mesotidal","Polyhaline","Freshwater Cover",100,"Residuals",96,25.1537,0.262,NA,1
"605","SOS","VI","West Coast","Riverine","Mesotidal","Polyhaline","Freshwater Cover",60,"Year",1,0,0,NA,1
"606","SOS","VI","West Coast","Riverine","Mesotidal","Polyhaline","Freshwater Cover",60,"Vegetation_Zone",1,0,0,NA,1
"607","SOS","VI","West Coast","Riverine","Mesotidal","Polyhaline","Freshwater Cover",60,"Year:Vegetation_Zone",1,0,0,NA,1
"608","SOS","VI","West Coast","Riverine","Mesotidal","Polyhaline","Freshwater Cover",60,"Residuals",56,0,0,NA,1
"609","TJR","McCoy North","West Coast","Back Barrier","Mesotidal","Polyhaline","Freshwater Cover",50,"Year",1,0,0,NA,1
"610","TJR","McCoy North","West Coast","Back Barrier","Mesotidal","Polyhaline","Freshwater Cover",50,"Vegetation_Zone",1,0,0,NA,1
"611","TJR","McCoy North","West Coast","Back Barrier","Mesotidal","Polyhaline","Freshwater Cover",50,"Year:Vegetation_Zone",1,0,0,NA,1
"612","TJR","McCoy North","West Coast","Back Barrier","Mesotidal","Polyhaline","Freshwater Cover",50,"Residuals",46,0,0,NA,1
"613","TJR","McCoy South","West Coast","Back Barrier","Mesotidal","Polyhaline","Freshwater Cover",240,"Year",1,0,0,NA,1
"614","TJR","McCoy South","West Coast","Back Barrier","Mesotidal","Polyhaline","Freshwater Cover",240,"Vegetation_Zone",2,0,0,NA,1
"615","TJR","McCoy South","West Coast","Back Barrier","Mesotidal","Polyhaline","Freshwater Cover",240,"Year:Vegetation_Zone",2,0,0,NA,1
"616","TJR","McCoy South","West Coast","Back Barrier","Mesotidal","Polyhaline","Freshwater Cover",240,"Residuals",234,0,0,NA,1
"617","TJR","South Beach","West Coast","Back Barrier","Mesotidal","Polyhaline","Freshwater Cover",210,"Year",1,0,0,NA,1
"618","TJR","South Beach","West Coast","Back Barrier","Mesotidal","Polyhaline","Freshwater Cover",210,"Vegetation_Zone",1,0,0,NA,1
"619","TJR","South Beach","West Coast","Back Barrier","Mesotidal","Polyhaline","Freshwater Cover",210,"Year:Vegetation_Zone",1,0,0,NA,1
"620","TJR","South Beach","West Coast","Back Barrier","Mesotidal","Polyhaline","Freshwater Cover",210,"Residuals",206,0,0,NA,1
"621","TJR","V1","West Coast","Back Barrier","Mesotidal","Polyhaline","Freshwater Cover",270,"Year",1,0,0,NA,1
"622","TJR","V1","West Coast","Back Barrier","Mesotidal","Polyhaline","Freshwater Cover",270,"Vegetation_Zone",2,0,0,NA,1
"623","TJR","V1","West Coast","Back Barrier","Mesotidal","Polyhaline","Freshwater Cover",270,"Year:Vegetation_Zone",2,0,0,NA,1
"624","TJR","V1","West Coast","Back Barrier","Mesotidal","Polyhaline","Freshwater Cover",270,"Residuals",264,0,0,NA,1
"625","TJR","V4","West Coast","Back Barrier","Mesotidal","Polyhaline","Freshwater Cover",240,"Year",1,0,0,NA,1
"626","TJR","V4","West Coast","Back Barrier","Mesotidal","Polyhaline","Freshwater Cover",240,"Vegetation_Zone",1,0,0,NA,1
"627","TJR","V4","West Coast","Back Barrier","Mesotidal","Polyhaline","Freshwater Cover",240,"Year:Vegetation_Zone",1,0,0,NA,1
"628","TJR","V4","West Coast","Back Barrier","Mesotidal","Polyhaline","Freshwater Cover",240,"Residuals",236,0,0,NA,1
"629","TJR","Brazo Creek","West Coast","Back Barrier","Mesotidal","Polyhaline","Freshwater Cover",48,"Year",1,0,0,NA,1
"630","TJR","Brazo Creek","West Coast","Back Barrier","Mesotidal","Polyhaline","Freshwater Cover",48,"Vegetation_Zone",1,0,0,NA,1
"631","TJR","Brazo Creek","West Coast","Back Barrier","Mesotidal","Polyhaline","Freshwater Cover",48,"Year:Vegetation_Zone",1,0,0,NA,1
"632","TJR","Brazo Creek","West Coast","Back Barrier","Mesotidal","Polyhaline","Freshwater Cover",48,"Residuals",44,0,0,NA,1
"633","TJR","Model Marsh","West Coast","Back Barrier","Mesotidal","Polyhaline","Freshwater Cover",120,"Year",1,0,0,NA,1
"634","TJR","Model Marsh","West Coast","Back Barrier","Mesotidal","Polyhaline","Freshwater Cover",120,"Vegetation_Zone",1,0,0,NA,1
"635","TJR","Model Marsh","West Coast","Back Barrier","Mesotidal","Polyhaline","Freshwater Cover",120,"Year:Vegetation_Zone",1,0,0,NA,1
"636","TJR","Model Marsh","West Coast","Back Barrier","Mesotidal","Polyhaline","Freshwater Cover",120,"Residuals",116,0,0,NA,1
"637","WEL","WB","Northeast","Back Barrier","Mesotidal","Polyhaline","Freshwater Cover",265,"Year",1,1.3466,1.3466,0.0268,0.87
"638","WEL","WB","Northeast","Back Barrier","Mesotidal","Polyhaline","Freshwater Cover",265,"Vegetation_Zone",2,1173.8638,586.9319,11.7014,0
"639","WEL","WB","Northeast","Back Barrier","Mesotidal","Polyhaline","Freshwater Cover",265,"Year:Vegetation_Zone",2,5.3865,2.6933,0.0537,0.9477
"640","WEL","WB","Northeast","Back Barrier","Mesotidal","Polyhaline","Freshwater Cover",265,"Residuals",259,12991.2182,50.1591,NA,1
"641","WQB","Section 2","Northeast","Back Barrier","Microtidal","Polyhaline","Freshwater Cover",420,"Year",1,0,0,NA,1
"642","WQB","Section 2","Northeast","Back Barrier","Microtidal","Polyhaline","Freshwater Cover",420,"Vegetation_Zone",2,0,0,NA,1
"643","WQB","Section 2","Northeast","Back Barrier","Microtidal","Polyhaline","Freshwater Cover",420,"Year:Vegetation_Zone",2,0,0,NA,1
"644","WQB","Section 2","Northeast","Back Barrier","Microtidal","Polyhaline","Freshwater Cover",420,"Residuals",414,0,0,NA,1
"645","WQB","Section 1","Northeast","Back Barrier","Microtidal","Polyhaline","Freshwater Cover",307,"Year",1,272.8979,272.8979,10.7123,0.0012
"646","WQB","Section 1","Northeast","Back Barrier","Microtidal","Polyhaline","Freshwater Cover",307,"Vegetation_Zone",2,6446.0709,3223.0355,126.5167,0
"647","WQB","Section 1","Northeast","Back Barrier","Microtidal","Polyhaline","Freshwater Cover",307,"Year:Vegetation_Zone",2,709.288,354.644,13.9212,0
"648","WQB","Section 1","Northeast","Back Barrier","Microtidal","Polyhaline","Freshwater Cover",307,"Residuals",301,7668.0278,25.4752,NA,1
"649","WQB","Section 3","Northeast","Back Barrier","Microtidal","Polyhaline","Freshwater Cover",331,"Year",1,6.3442,6.3442,6.4999,0.0112
"650","WQB","Section 3","Northeast","Back Barrier","Microtidal","Polyhaline","Freshwater Cover",331,"Vegetation_Zone",2,119.6288,59.8144,61.2828,0
"651","WQB","Section 3","Northeast","Back Barrier","Microtidal","Polyhaline","Freshwater Cover",331,"Year:Vegetation_Zone",2,48.6412,24.3206,24.9176,0
"652","WQB","Section 3","Northeast","Back Barrier","Microtidal","Polyhaline","Freshwater Cover",331,"Residuals",325,317.2129,0.976,NA,1
"653","ACE","EIN","Southeast","Riverine","Microtidal","Polyhaline","EMI",142,"Year",1,0.1181,0.1181,1.7818,0.1841
"654","ACE","EIN","Southeast","Riverine","Microtidal","Polyhaline","EMI",142,"Vegetation_Zone",1,0.3953,0.3953,5.9633,0.0159
"655","ACE","EIN","Southeast","Riverine","Microtidal","Polyhaline","EMI",142,"Year:Vegetation_Zone",1,0.0024,0.0024,0.0361,0.8495
"656","ACE","EIN","Southeast","Riverine","Microtidal","Polyhaline","EMI",142,"Residuals",138,9.1485,0.0663,NA,1
"657","ACE","EIS","Southeast","Riverine","Microtidal","Polyhaline","EMI",122,"Year",1,0.7653,0.7653,12.4403,6e-04
"658","ACE","EIS","Southeast","Riverine","Microtidal","Polyhaline","EMI",122,"Vegetation_Zone",1,0.1355,0.1355,2.2031,0.1404
"659","ACE","EIS","Southeast","Riverine","Microtidal","Polyhaline","EMI",122,"Year:Vegetation_Zone",1,0.0171,0.0171,0.2782,0.5989
"660","ACE","EIS","Southeast","Riverine","Microtidal","Polyhaline","EMI",122,"Residuals",118,7.2591,0.0615,NA,1
"661","APA","PC","Gulf Coast","Bay Front","Microtidal","Polyhaline","EMI",346,"Year",1,0.0246,0.0246,0.6323,0.4271
"662","APA","PC","Gulf Coast","Bay Front","Microtidal","Polyhaline","EMI",346,"Vegetation_Zone",2,1.3031,0.6516,16.7755,0
"663","APA","PC","Gulf Coast","Bay Front","Microtidal","Polyhaline","EMI",346,"Year:Vegetation_Zone",2,0.0387,0.0194,0.4984,0.608
"664","APA","PC","Gulf Coast","Bay Front","Microtidal","Polyhaline","EMI",346,"Residuals",340,13.2056,0.0388,NA,1
"665","CBM","MB","Mid-Atlantic","Bay Front","Microtidal","Mesohaline","EMI",160,"Year",1,0,0,0,0.9991
"666","CBM","MB","Mid-Atlantic","Bay Front","Microtidal","Mesohaline","EMI",160,"Vegetation_Zone",1,1.6799,1.6799,46.1676,0
"667","CBM","MB","Mid-Atlantic","Bay Front","Microtidal","Mesohaline","EMI",160,"Year:Vegetation_Zone",1,0.5611,0.5611,15.4203,1e-04
"668","CBM","MB","Mid-Atlantic","Bay Front","Microtidal","Mesohaline","EMI",160,"Residuals",156,5.6764,0.0364,NA,1
"669","CBM","OPC","Mid-Atlantic","Riverine","Microtidal","Oligohaline","EMI",419,"Year",1,0.3614,0.3614,32.3339,0
"670","CBM","OPC","Mid-Atlantic","Riverine","Microtidal","Oligohaline","EMI",419,"Vegetation_Zone",1,5e-04,5e-04,0.0479,0.8268
"671","CBM","OPC","Mid-Atlantic","Riverine","Microtidal","Oligohaline","EMI",419,"Year:Vegetation_Zone",1,0.0453,0.0453,4.0486,0.0449
"672","CBM","OPC","Mid-Atlantic","Riverine","Microtidal","Oligohaline","EMI",419,"Residuals",415,4.6391,0.0112,NA,1
"673","DEL","SJR","Mid-Atlantic","Riverine","Microtidal","Mesohaline","EMI",120,"Year",1,0.0607,0.0607,0.4052,0.5257
"674","DEL","SJR","Mid-Atlantic","Riverine","Microtidal","Mesohaline","EMI",120,"Vegetation_Zone",2,0.7562,0.3781,2.5262,0.0844
"675","DEL","SJR","Mid-Atlantic","Riverine","Microtidal","Mesohaline","EMI",120,"Year:Vegetation_Zone",2,0.036,0.018,0.1203,0.8867
"676","DEL","SJR","Mid-Atlantic","Riverine","Microtidal","Mesohaline","EMI",120,"Residuals",114,17.0621,0.1497,NA,1
"677","ELK","Upper","West Coast","Riverine","Mesotidal","Polyhaline","EMI",60,"Year",1,0.0258,0.0258,0.2908,0.5919
"678","ELK","Upper","West Coast","Riverine","Mesotidal","Polyhaline","EMI",60,"Vegetation_Zone",2,5.4099,2.7049,30.4693,0
"679","ELK","Upper","West Coast","Riverine","Mesotidal","Polyhaline","EMI",60,"Year:Vegetation_Zone",2,0.0122,0.0061,0.0685,0.9339
"680","ELK","Upper","West Coast","Riverine","Mesotidal","Polyhaline","EMI",60,"Residuals",54,4.7939,0.0888,NA,1
"681","ELK","Lower","West Coast","Riverine","Mesotidal","Polyhaline","EMI",100,"Year",1,0.0441,0.0441,0.4026,0.5273
"682","ELK","Lower","West Coast","Riverine","Mesotidal","Polyhaline","EMI",100,"Vegetation_Zone",2,0.1331,0.0665,0.607,0.5471
"683","ELK","Lower","West Coast","Riverine","Mesotidal","Polyhaline","EMI",100,"Year:Vegetation_Zone",2,0.0272,0.0136,0.1239,0.8836
"684","ELK","Lower","West Coast","Riverine","Mesotidal","Polyhaline","EMI",100,"Residuals",94,10.3058,0.1096,NA,1
"685","GND","spalt","Gulf Coast","Bay Front","Microtidal","Polyhaline","EMI",162,"Year",1,1.6037,1.6037,63.8186,0
"686","GND","spalt","Gulf Coast","Bay Front","Microtidal","Polyhaline","EMI",162,"Vegetation_Zone",1,0.0221,0.0221,0.8782,0.3501
"687","GND","spalt","Gulf Coast","Bay Front","Microtidal","Polyhaline","EMI",162,"Year:Vegetation_Zone",1,0.1591,0.1591,6.3309,0.0129
"688","GND","spalt","Gulf Coast","Bay Front","Microtidal","Polyhaline","EMI",162,"Residuals",158,3.9705,0.0251,NA,1
"689","GND","juro low","Gulf Coast","Bay Front","Microtidal","Mesohaline","EMI",210,"Year",1,4.1082,4.1082,81.228,0
"690","GND","juro low","Gulf Coast","Bay Front","Microtidal","Mesohaline","EMI",210,"Vegetation_Zone",1,0.0177,0.0177,0.3491,0.5553
"691","GND","juro low","Gulf Coast","Bay Front","Microtidal","Mesohaline","EMI",210,"Year:Vegetation_Zone",1,0.0448,0.0448,0.8858,0.3477
"692","GND","juro low","Gulf Coast","Bay Front","Microtidal","Mesohaline","EMI",210,"Residuals",206,10.4187,0.0506,NA,1
"693","GND","juro high","Gulf Coast","Riverine","Microtidal","Mesohaline","EMI",128,"Year",1,1.5155,1.5155,42.756,0
"694","GND","juro high","Gulf Coast","Riverine","Microtidal","Mesohaline","EMI",128,"Vegetation_Zone",1,0.6252,0.6252,17.6395,1e-04
"695","GND","juro high","Gulf Coast","Riverine","Microtidal","Mesohaline","EMI",128,"Year:Vegetation_Zone",1,0.1515,0.1515,4.2752,0.0408
"696","GND","juro high","Gulf Coast","Riverine","Microtidal","Mesohaline","EMI",128,"Residuals",124,4.3952,0.0354,NA,1
"697","GND","juro mid","Gulf Coast","Riverine","Microtidal","Mesohaline","EMI",240,"Year",1,1.5126,1.5126,43.7327,0
"698","GND","juro mid","Gulf Coast","Riverine","Microtidal","Mesohaline","EMI",240,"Vegetation_Zone",2,5.7067,2.8534,82.495,0
"699","GND","juro mid","Gulf Coast","Riverine","Microtidal","Mesohaline","EMI",240,"Year:Vegetation_Zone",2,0.4778,0.2389,6.907,0.0012
"700","GND","juro mid","Gulf Coast","Riverine","Microtidal","Mesohaline","EMI",240,"Residuals",234,8.0937,0.0346,NA,1
"701","GRB","SP","Northeast","Bay Front","Mesotidal","Polyhaline","EMI",491,"Year",1,1.65,1.65,15.0522,1e-04
"702","GRB","SP","Northeast","Bay Front","Mesotidal","Polyhaline","EMI",491,"Vegetation_Zone",2,0.5085,0.2543,2.3196,0.0994
"703","GRB","SP","Northeast","Bay Front","Mesotidal","Polyhaline","EMI",491,"Year:Vegetation_Zone",2,0.4152,0.2076,1.8938,0.1516
"704","GRB","SP","Northeast","Bay Front","Mesotidal","Polyhaline","EMI",491,"Residuals",485,53.1637,0.1096,NA,1
"705","GRB","GBF","Northeast","Riverine","Mesotidal","Polyhaline","EMI",429,"Year",1,0.4699,0.4699,3.5529,0.0601
"706","GRB","GBF","Northeast","Riverine","Mesotidal","Polyhaline","EMI",429,"Vegetation_Zone",2,0.5449,0.2725,2.0601,0.1287
"707","GRB","GBF","Northeast","Riverine","Mesotidal","Polyhaline","EMI",429,"Year:Vegetation_Zone",2,0.3348,0.1674,1.2657,0.2831
"708","GRB","GBF","Northeast","Riverine","Mesotidal","Polyhaline","EMI",429,"Residuals",423,55.9433,0.1323,NA,1
"709","GRB","BC","Northeast","Riverine","Mesotidal","Polyhaline","EMI",329,"Year",1,0.7853,0.7853,7.9355,0.0051
"710","GRB","BC","Northeast","Riverine","Mesotidal","Polyhaline","EMI",329,"Vegetation_Zone",2,0.6904,0.3452,3.4887,0.0317
"711","GRB","BC","Northeast","Riverine","Mesotidal","Polyhaline","EMI",329,"Year:Vegetation_Zone",2,0.058,0.029,0.2933,0.746
"712","GRB","BC","Northeast","Riverine","Mesotidal","Polyhaline","EMI",329,"Residuals",323,31.9622,0.099,NA,1
"713","GTM","46","Southeast","Riverine","Microtidal","Oligohaline","EMI",406,"Year",1,0.0011,0.0011,0.0109,0.9168
"714","GTM","46","Southeast","Riverine","Microtidal","Oligohaline","EMI",406,"Vegetation_Zone",2,1.5032,0.7516,7.2147,8e-04
"715","GTM","46","Southeast","Riverine","Microtidal","Oligohaline","EMI",406,"Residuals",402,41.8788,0.1042,NA,1
"716","KAC","FR","West Coast","Bay Front","Macrotidal","Mesohaline","EMI",546,"Year",1,0.0051,0.0051,0.0996,0.7524
"717","KAC","FR","West Coast","Bay Front","Macrotidal","Mesohaline","EMI",546,"Vegetation_Zone",2,9.9208,4.9604,97.2252,0
"718","KAC","FR","West Coast","Bay Front","Macrotidal","Mesohaline","EMI",546,"Year:Vegetation_Zone",2,0.0555,0.0277,0.5437,0.5809
"719","KAC","FR","West Coast","Bay Front","Macrotidal","Mesohaline","EMI",546,"Residuals",540,27.5505,0.051,NA,1
"720","KAC","BS","West Coast","Back Barrier","Macrotidal","Oligohaline","EMI",346,"Year",1,0.016,0.016,0.2725,0.602
"721","KAC","BS","West Coast","Back Barrier","Macrotidal","Oligohaline","EMI",346,"Vegetation_Zone",2,0.5521,0.2761,4.6907,0.0098
"722","KAC","BS","West Coast","Back Barrier","Macrotidal","Oligohaline","EMI",346,"Year:Vegetation_Zone",2,0.0012,6e-04,0.0105,0.9896
"723","KAC","BS","West Coast","Back Barrier","Macrotidal","Oligohaline","EMI",346,"Residuals",340,20.01,0.0589,NA,1
"724","KAC","CP","West Coast","Bay Front","Macrotidal","Mesohaline","EMI",463,"Year",1,0.0238,0.0238,3.3851,0.0664
"725","KAC","CP","West Coast","Bay Front","Macrotidal","Mesohaline","EMI",463,"Vegetation_Zone",1,0.0566,0.0566,8.0495,0.0048
"726","KAC","CP","West Coast","Bay Front","Macrotidal","Mesohaline","EMI",463,"Year:Vegetation_Zone",1,0.0011,0.0011,0.1523,0.6965
"727","KAC","CP","West Coast","Bay Front","Macrotidal","Mesohaline","EMI",463,"Residuals",459,3.2279,0.007,NA,1
"728","KAC","SC","West Coast","Bay Front","Macrotidal","Mesohaline","EMI",161,"Year",1,0.1125,0.1125,0.8657,0.3536
"729","KAC","SC","West Coast","Bay Front","Macrotidal","Mesohaline","EMI",161,"Vegetation_Zone",1,0.0388,0.0388,0.2986,0.5855
"730","KAC","SC","West Coast","Bay Front","Macrotidal","Mesohaline","EMI",161,"Year:Vegetation_Zone",1,0.007,0.007,0.0542,0.8163
"731","KAC","SC","West Coast","Bay Front","Macrotidal","Mesohaline","EMI",161,"Residuals",157,20.3947,0.1299,NA,1
"732","NAR","Nag","Northeast","Bay Front","Microtidal","Polyhaline","EMI",312,"Year",1,1.2583,1.2583,17.142,0
"733","NAR","Nag","Northeast","Bay Front","Microtidal","Polyhaline","EMI",312,"Vegetation_Zone",2,8.7125,4.3563,59.3449,0
"734","NAR","Nag","Northeast","Bay Front","Microtidal","Polyhaline","EMI",312,"Year:Vegetation_Zone",2,0.2987,0.1493,2.0343,0.1325
"735","NAR","Nag","Northeast","Bay Front","Microtidal","Polyhaline","EMI",312,"Residuals",306,22.4622,0.0734,NA,1
"736","NAR","Coggeshall","Northeast","Bay Front","Microtidal","Polyhaline","EMI",273,"Year",1,0.3016,0.3016,5.9587,0.0153
"737","NAR","Coggeshall","Northeast","Bay Front","Microtidal","Polyhaline","EMI",273,"Vegetation_Zone",2,6.8544,3.4272,67.7096,0
"738","NAR","Coggeshall","Northeast","Bay Front","Microtidal","Polyhaline","EMI",273,"Year:Vegetation_Zone",2,0.2429,0.1215,2.3995,0.0927
"739","NAR","Coggeshall","Northeast","Bay Front","Microtidal","Polyhaline","EMI",273,"Residuals",267,13.5145,0.0506,NA,1
"740","NIW","Segment A","Southeast","Riverine","Microtidal","Polyhaline","EMI",319,"Year",1,0.506,0.506,9.9691,0.0017
"741","NIW","Segment A","Southeast","Riverine","Microtidal","Polyhaline","EMI",319,"Vegetation_Zone",2,13.4553,6.7276,132.5439,0
"742","NIW","Segment A","Southeast","Riverine","Microtidal","Polyhaline","EMI",319,"Year:Vegetation_Zone",2,0.4843,0.2422,4.7708,0.0091
"743","NIW","Segment A","Southeast","Riverine","Microtidal","Polyhaline","EMI",319,"Residuals",313,15.8872,0.0508,NA,1
"744","NIW","Segment B","Southeast","Riverine","Microtidal","Polyhaline","EMI",338,"Year",1,0.3856,0.3856,4.5164,0.0343
"745","NIW","Segment B","Southeast","Riverine","Microtidal","Polyhaline","EMI",338,"Vegetation_Zone",1,10.2948,10.2948,120.5716,0
"746","NIW","Segment B","Southeast","Riverine","Microtidal","Polyhaline","EMI",338,"Year:Vegetation_Zone",1,0.2087,0.2087,2.4442,0.1189
"747","NIW","Segment B","Southeast","Riverine","Microtidal","Polyhaline","EMI",338,"Residuals",334,28.518,0.0854,NA,1
"748","NOC","MI","Southeast","Back Barrier","Microtidal","Polyhaline","EMI",789,"Year",1,0.3978,0.3978,4.1769,0.0413
"749","NOC","MI","Southeast","Back Barrier","Microtidal","Polyhaline","EMI",789,"Vegetation_Zone",1,9.6406,9.6406,101.2303,0
"750","NOC","MI","Southeast","Back Barrier","Microtidal","Polyhaline","EMI",789,"Year:Vegetation_Zone",1,0.0623,0.0623,0.6537,0.419
"751","NOC","MI","Southeast","Back Barrier","Microtidal","Polyhaline","EMI",789,"Residuals",785,74.759,0.0952,NA,1
"752","SOS","DM","West Coast","Riverine","Mesotidal","Mesohaline","EMI",70,"Year",1,0.0192,0.0192,2.8266,0.0974
