"","Reserve","SiteID","Metric","site_variable","Category","SampleSize","term","slope","std.error","statistic","pvalue"
"771","SOS","MI","Richness","Geomorphology","Bay Front",240,"Year",0.1487,0.0392,3.7982,4e-04
"772","TJR","McCoy North","Richness","Geomorphology","Back Barrier",200,"Year",0.0255,0.122,0.2086,0.8356
"773","TJR","McCoy South","Richness","Geomorphology","Back Barrier",960,"Year",-0.0985,0.0268,-3.6731,3e-04
"774","TJR","South Beach","Richness","Geomorphology","Back Barrier",840,"Year",-0.0121,0.0323,-0.3756,0.7076
"775","TJR","V1","Richness","Geomorphology","Back Barrier",1080,"Year",0.0061,0.0322,0.1882,0.8509
"776","TJR","V3","Richness","Geomorphology","Back Barrier",960,"Year",-3e-04,0.0406,-0.0062,0.995
"777","TJR","V4","Richness","Geomorphology","Back Barrier",960,"Year",-0.1235,0.0279,-4.4251,0
"778","TJR","Brazo Creek","Richness","Geomorphology","Back Barrier",192,"Year",0.0667,0.1341,0.4971,0.6215
"779","TJR","Horse Trail","Richness","Geomorphology","Back Barrier",300,"Year",-0.0267,0.0617,-0.4322,0.6669
"780","TJR","Model Marsh","Richness","Geomorphology","Back Barrier",480,"Year",-0.0375,0.0605,-0.6199,0.5365
"781","WEL","WB","Richness","Geomorphology","Back Barrier",1060,"Year",-0.0175,0.0249,-0.7027,0.4828
"782","WQB","Section 2","Richness","Geomorphology","Back Barrier",1680,"Year",-0.0052,0.0432,-0.1213,0.9035
"783","WQB","Section 1","Richness","Geomorphology","Back Barrier",1228,"Year",0.1801,0.0431,4.1803,0
"784","WQB","Section 3","Richness","Geomorphology","Back Barrier",1324,"Year",0.0411,0.0482,0.8534,0.3941
"785","ACE","EIN","Shannon-Weiner Diversity","Geomorphology","Riverine",568,"Year",-0.0013,0.0058,-0.2221,0.8245
"786","ACE","EIS","Shannon-Weiner Diversity","Geomorphology","Riverine",488,"Year",0.0059,0.0069,0.8544,0.3946
"787","APA","PC","Shannon-Weiner Diversity","Geomorphology","Bay Front",1384,"Year",0.0098,0.0097,1.0021,0.317
"788","CBM","MB","Shannon-Weiner Diversity","Geomorphology","Bay Front",640,"Year",0.0097,0.0096,1.0067,0.3156
"789","CBM","OPC","Shannon-Weiner Diversity","Geomorphology","Riverine",1676,"Year",0.0139,0.0075,1.8632,0.0631
"790","DEL","SJR","Shannon-Weiner Diversity","Geomorphology","Riverine",480,"Year",-0.0233,0.0094,-2.4899,0.0142
"791","ELK","Upper","Shannon-Weiner Diversity","Geomorphology","Riverine",240,"Year",0.0107,0.0201,0.5303,0.5979
"792","ELK","Lower","Shannon-Weiner Diversity","Geomorphology","Riverine",400,"Year",0.0073,0.015,0.4872,0.6272
"793","GND","spalt","Shannon-Weiner Diversity","Geomorphology","Bay Front",648,"Year",0.0239,0.0115,2.0733,0.0397
"794","GND","juro low","Shannon-Weiner Diversity","Geomorphology","Bay Front",840,"Year",0.014,0.0085,1.6529,0.0999
"795","GND","juro high","Shannon-Weiner Diversity","Geomorphology","Riverine",512,"Year",0.1259,0.0242,5.2014,0
"796","GND","juro mid","Shannon-Weiner Diversity","Geomorphology","Riverine",960,"Year",0.0647,0.0176,3.6739,3e-04
"797","GND","clmaj","Shannon-Weiner Diversity","Geomorphology","Riverine",600,"Year",0.2381,0.0314,7.5753,0
"798","GRB","SP","Shannon-Weiner Diversity","Geomorphology","Bay Front",1964,"Year",-0.0044,0.0062,-0.718,0.4731
"799","GRB","GBF","Shannon-Weiner Diversity","Geomorphology","Riverine",1716,"Year",-0.0152,0.0059,-2.599,0.0097
"800","GRB","BC","Shannon-Weiner Diversity","Geomorphology","Riverine",1316,"Year",-0.0142,0.0085,-1.6621,0.0975
"801","GTM","22","Shannon-Weiner Diversity","Geomorphology","Riverine",1596,"Year",0.0281,0.0039,7.2046,0
"802","GTM","0","Shannon-Weiner Diversity","Geomorphology","Back Barrier",1396,"Year",0.0044,0.0041,1.0635,0.2883
"803","GTM","40","Shannon-Weiner Diversity","Geomorphology","Riverine",1312,"Year",0,2e-04,-0.267,0.7897
"804","GTM","1","Shannon-Weiner Diversity","Geomorphology","Riverine",1500,"Year",0.0531,0.0071,7.4431,0
"805","GTM","46","Shannon-Weiner Diversity","Geomorphology","Riverine",1624,"Year",-0.0033,0.0082,-0.4073,0.684
"806","JAC","Central Segment","Shannon-Weiner Diversity","Geomorphology","Bay Front",1080,"Year",-0.0093,0.0045,-2.0667,0.0397
"807","JAC","South Segment","Shannon-Weiner Diversity","Geomorphology","Bay Front",1080,"Year",-0.0071,0.0044,-1.6186,0.1067
"808","KAC","FR","Shannon-Weiner Diversity","Geomorphology","Bay Front",2184,"Year",0.0105,0.0052,2.0119,0.0447
"809","KAC","BS","Shannon-Weiner Diversity","Geomorphology","Back Barrier",1384,"Year",0.0345,0.0071,4.8713,0
"810","KAC","CP","Shannon-Weiner Diversity","Geomorphology","Bay Front",1852,"Year",-6e-04,0.0059,-0.097,0.9228
"811","KAC","SC","Shannon-Weiner Diversity","Geomorphology","Bay Front",644,"Year",-0.0046,0.0088,-0.5238,0.6011
"812","MAR","MI-W","Shannon-Weiner Diversity","Geomorphology","Bay Front",2192,"Year",-0.0339,0.0049,-6.8769,0
"813","MAR","HF1","Shannon-Weiner Diversity","Geomorphology","Bay Front",2192,"Year",-0.0705,0.0052,-13.5285,0
"814","MAR","HF2","Shannon-Weiner Diversity","Geomorphology","Bay Front",2400,"Year",-0.0676,0.0054,-12.565,0
"815","MAR","HF3","Shannon-Weiner Diversity","Geomorphology","Bay Front",2192,"Year",-0.0551,0.0057,-9.7264,0
"816","NAR","Nag","Shannon-Weiner Diversity","Geomorphology","Bay Front",1248,"Year",-0.0147,0.0058,-2.5563,0.0111
"817","NAR","Coggeshall","Shannon-Weiner Diversity","Geomorphology","Bay Front",1092,"Year",-0.0234,0.0073,-3.1931,0.0016
"818","NIW","Segment A","Shannon-Weiner Diversity","Geomorphology","Riverine",1276,"Year",-0.0017,0.0045,-0.3695,0.712
"819","NIW","Segment B","Shannon-Weiner Diversity","Geomorphology","Riverine",1352,"Year",-0.003,0.0023,-1.293,0.1969
"820","NOC","MI","Shannon-Weiner Diversity","Geomorphology","Back Barrier",3156,"Year",0.0046,0.0034,1.3369,0.1817
"821","NOC","MM","Shannon-Weiner Diversity","Geomorphology","Back Barrier",2404,"Year",0.0013,5e-04,2.4481,0.0146
"822","SOS","DM","Shannon-Weiner Diversity","Geomorphology","Riverine",280,"Year",0.0077,0.0096,0.8072,0.4224
"823","SOS","MM","Shannon-Weiner Diversity","Geomorphology","Bay Front",480,"Year",0.0147,0.0091,1.6222,0.1074
"824","SOS","HC","Shannon-Weiner Diversity","Geomorphology","Riverine",488,"Year",0.0224,0.0062,3.6153,4e-04
"825","SOS","VM","Shannon-Weiner Diversity","Geomorphology","Riverine",400,"Year",0.0249,0.017,1.4671,0.1456
"826","SOS","VI","Shannon-Weiner Diversity","Geomorphology","Riverine",240,"Year",0.0206,0.0109,1.8906,0.0637
"827","SOS","MI","Shannon-Weiner Diversity","Geomorphology","Bay Front",240,"Year",0.0298,0.0086,3.4779,0.001
"828","TJR","McCoy North","Shannon-Weiner Diversity","Geomorphology","Back Barrier",200,"Year",-0.0128,0.0193,-0.662,0.5111
"829","TJR","McCoy South","Shannon-Weiner Diversity","Geomorphology","Back Barrier",960,"Year",-0.0187,0.0083,-2.2398,0.026
"830","TJR","South Beach","Shannon-Weiner Diversity","Geomorphology","Back Barrier",840,"Year",-0.0011,0.0086,-0.1259,0.8999
"831","TJR","V1","Shannon-Weiner Diversity","Geomorphology","Back Barrier",1080,"Year",6e-04,0.0093,0.0656,0.9477
"832","TJR","V3","Shannon-Weiner Diversity","Geomorphology","Back Barrier",960,"Year",0.011,0.0077,1.4346,0.1527
"833","TJR","V4","Shannon-Weiner Diversity","Geomorphology","Back Barrier",960,"Year",-0.0175,0.0069,-2.5268,0.0122
"834","TJR","Brazo Creek","Shannon-Weiner Diversity","Geomorphology","Back Barrier",192,"Year",0.0682,0.0434,1.5712,0.123
"835","TJR","Horse Trail","Shannon-Weiner Diversity","Geomorphology","Back Barrier",300,"Year",-0.0147,0.0198,-0.7438,0.4594
"836","TJR","Model Marsh","Shannon-Weiner Diversity","Geomorphology","Back Barrier",480,"Year",-0.0051,0.0209,-0.2446,0.8072
"837","WEL","WB","Shannon-Weiner Diversity","Geomorphology","Back Barrier",1060,"Year",-0.0046,0.006,-0.7678,0.4433
"838","WQB","Section 2","Shannon-Weiner Diversity","Geomorphology","Back Barrier",1680,"Year",-0.0202,0.0086,-2.347,0.0194
"839","WQB","Section 1","Shannon-Weiner Diversity","Geomorphology","Back Barrier",1228,"Year",0.0341,0.0102,3.3438,9e-04
"840","WQB","Section 3","Shannon-Weiner Diversity","Geomorphology","Back Barrier",1324,"Year",4e-04,0.0098,0.0437,0.9652
"841","ACE","EIN","Salt Ratio","Geomorphology","Riverine",568,"Year",0.0079,0.0074,1.0698,0.2865
"842","ACE","EIS","Salt Ratio","Geomorphology","Riverine",488,"Year",0.0221,0.0112,1.9687,0.0513
"843","APA","PC","Salt Ratio","Geomorphology","Bay Front",1384,"Year",0.007,0.0045,1.5501,0.122
"844","CBM","MB","Salt Ratio","Geomorphology","Bay Front",640,"Year",-2e-04,1e-04,-1.8527,0.0658
"845","CBM","OPC","Salt Ratio","Geomorphology","Riverine",1676,"Year",0.0023,0.0014,1.6955,0.0907
"846","DEL","SJR","Salt Ratio","Geomorphology","Riverine",480,"Year",0,0.0074,0,1
"847","ELK","Upper","Salt Ratio","Geomorphology","Riverine",240,"Year",0.0083,0.0073,1.1343,0.2613
"848","ELK","Lower","Salt Ratio","Geomorphology","Riverine",400,"Year",0,0,NA,1
"849","GND","spalt","Salt Ratio","Geomorphology","Bay Front",648,"Year",0.0087,0.0193,0.454,0.6504
"850","GND","juro low","Salt Ratio","Geomorphology","Bay Front",840,"Year",-0.02,0.0129,-1.5562,0.1212
"851","GND","juro high","Salt Ratio","Geomorphology","Riverine",512,"Year",-0.0163,0.0127,-1.2816,0.2023
"852","GND","juro mid","Salt Ratio","Geomorphology","Riverine",960,"Year",-0.0018,0.0099,-0.177,0.8597
"853","GND","clmaj","Salt Ratio","Geomorphology","Riverine",600,"Year",0.0614,0.0116,5.2748,0
"854","GRB","SP","Salt Ratio","Geomorphology","Bay Front",1964,"Year",0.001,0.0025,0.382,0.7026
"855","GRB","GBF","Salt Ratio","Geomorphology","Riverine",1716,"Year",0.0024,0.0043,0.5449,0.5861
"856","GRB","BC","Salt Ratio","Geomorphology","Riverine",1316,"Year",0.0021,0.0032,0.6472,0.5179
"857","GTM","22","Salt Ratio","Geomorphology","Riverine",1596,"Year",-0.0242,0.0057,-4.2787,0
"858","GTM","0","Salt Ratio","Geomorphology","Back Barrier",1396,"Year",-0.0288,0.0047,-6.1644,0
"859","GTM","40","Salt Ratio","Geomorphology","Riverine",1312,"Year",-0.0246,0.0048,-5.1434,0
"860","GTM","1","Salt Ratio","Geomorphology","Riverine",1500,"Year",-0.0302,0.005,-6.0784,0
"861","GTM","46","Salt Ratio","Geomorphology","Riverine",1624,"Year",-0.0366,0.0051,-7.1995,0
"862","JAC","Central Segment","Salt Ratio","Geomorphology","Bay Front",1080,"Year",-0.0011,0.0016,-0.6805,0.4968
"863","JAC","South Segment","Salt Ratio","Geomorphology","Bay Front",1080,"Year",0.0013,0.0067,0.1993,0.8422
"864","KAC","FR","Salt Ratio","Geomorphology","Bay Front",2184,"Year",-0.0037,0.0022,-1.671,0.0953
"865","KAC","BS","Salt Ratio","Geomorphology","Back Barrier",1384,"Year",0.0042,0.004,1.0567,0.2914
"866","KAC","CP","Salt Ratio","Geomorphology","Bay Front",1852,"Year",-1e-04,0.0033,-0.0416,0.9668
"867","KAC","SC","Salt Ratio","Geomorphology","Bay Front",644,"Year",0.0038,0.0042,0.91,0.3642
"868","MAR","MI-W","Salt Ratio","Geomorphology","Bay Front",2192,"Year",-0.0173,0.0048,-3.6241,3e-04
"869","MAR","HF1","Salt Ratio","Geomorphology","Bay Front",2192,"Year",-0.1009,0.0061,-16.4565,0
"870","MAR","HF2","Salt Ratio","Geomorphology","Bay Front",2400,"Year",-0.0619,0.0065,-9.4509,0
"871","MAR","HF3","Salt Ratio","Geomorphology","Bay Front",2192,"Year",-0.0649,0.007,-9.3155,0
"872","NAR","Nag","Salt Ratio","Geomorphology","Bay Front",1248,"Year",1e-04,0,1.5816,0.1148
"873","NAR","Coggeshall","Salt Ratio","Geomorphology","Bay Front",1092,"Year",0,0,-1.6082,0.1089
"874","NIW","Segment A","Salt Ratio","Geomorphology","Riverine",1276,"Year",-8e-04,0.0037,-0.2174,0.828
"875","NIW","Segment B","Salt Ratio","Geomorphology","Riverine",1352,"Year",-0.0036,0.0035,-1.0435,0.2975
"876","NOC","MI","Salt Ratio","Geomorphology","Back Barrier",3156,"Year",-0.0155,0.0039,-4.0133,1e-04
"877","NOC","MM","Salt Ratio","Geomorphology","Back Barrier",2404,"Year",-0.0015,0.0042,-0.3519,0.725
"878","SOS","DM","Salt Ratio","Geomorphology","Riverine",280,"Year",9e-04,0.0014,0.6341,0.5281
"879","SOS","MM","Salt Ratio","Geomorphology","Bay Front",480,"Year",0,0,0.0513,0.9592
"880","SOS","HC","Salt Ratio","Geomorphology","Riverine",488,"Year",-0.0016,0.0012,-1.3285,0.1865
"881","SOS","VM","Salt Ratio","Geomorphology","Riverine",400,"Year",0,2e-04,-0.2242,0.8231
"882","SOS","VI","Salt Ratio","Geomorphology","Riverine",240,"Year",0,1e-04,-0.3158,0.7533
"883","SOS","MI","Salt Ratio","Geomorphology","Bay Front",240,"Year",0,1e-04,-0.3158,0.7533
"884","TJR","McCoy North","Salt Ratio","Geomorphology","Back Barrier",200,"Year",0.0251,0.017,1.4763,0.1464
"885","TJR","McCoy South","Salt Ratio","Geomorphology","Back Barrier",960,"Year",-8e-04,0.0087,-0.0956,0.9239
"886","TJR","South Beach","Salt Ratio","Geomorphology","Back Barrier",840,"Year",8e-04,0.0082,0.0917,0.927
"887","TJR","V1","Salt Ratio","Geomorphology","Back Barrier",1080,"Year",0,0,1.0206,0.3084
"888","TJR","V3","Salt Ratio","Geomorphology","Back Barrier",960,"Year",9e-04,0.0018,0.48,0.6317
"889","TJR","V4","Salt Ratio","Geomorphology","Back Barrier",960,"Year",0,0,0.4899,0.6247
"890","TJR","Brazo Creek","Salt Ratio","Geomorphology","Back Barrier",192,"Year",-0.0059,0.0074,-0.7985,0.4287
"891","TJR","Horse Trail","Salt Ratio","Geomorphology","Back Barrier",300,"Year",-1e-04,2e-04,-0.6882,0.4935
"892","TJR","Model Marsh","Salt Ratio","Geomorphology","Back Barrier",480,"Year",0.0083,0.0059,1.4202,0.1582
"893","WEL","WB","Salt Ratio","Geomorphology","Back Barrier",1060,"Year",-8e-04,0.0012,-0.6947,0.4879
"894","WQB","Section 2","Salt Ratio","Geomorphology","Back Barrier",1680,"Year",-2e-04,0.0039,-0.0499,0.9602
"895","WQB","Section 1","Salt Ratio","Geomorphology","Back Barrier",1228,"Year",0.0053,0.006,0.8738,0.3829
"896","WQB","Section 3","Salt Ratio","Geomorphology","Back Barrier",1324,"Year",8e-04,0.0023,0.3647,0.7156
"897","ACE","EIN","Abiotic Cover","tidal_range","Microtidal",568,"Year",-1.0265,0.8342,-1.2305,0.2206
"898","ACE","EIS","Abiotic Cover","tidal_range","Microtidal",488,"Year",-3.008,0.8553,-3.5167,6e-04
"899","APA","PC","Abiotic Cover","tidal_range","Microtidal",1384,"Year",1.4137,0.6792,2.0814,0.0381
"900","CBM","MB","Abiotic Cover","tidal_range","Microtidal",640,"Year",-1.9038,0.3327,-5.7226,0
"901","CBM","OPC","Abiotic Cover","tidal_range","Microtidal",1676,"Year",-2.7255,0.2664,-10.2322,0
"902","DEL","SJR","Abiotic Cover","tidal_range","Microtidal",480,"Year",1.9216,1.0438,1.8409,0.0682
"903","ELK","Upper","Abiotic Cover","tidal_range","Mesotidal",240,"Year",1.6885,1.7574,0.9608,0.3406
"904","ELK","Lower","Abiotic Cover","tidal_range","Mesotidal",400,"Year",2.1328,1.426,1.4957,0.1379
"905","GND","spalt","Abiotic Cover","tidal_range","Microtidal",648,"Year",6.1831,0.696,8.8838,0
"906","GND","juro low","Abiotic Cover","tidal_range","Microtidal",840,"Year",8.2882,0.835,9.9261,0
"907","GND","juro high","Abiotic Cover","tidal_range","Microtidal",512,"Year",6.3744,1.0488,6.0776,0
"908","GND","juro mid","Abiotic Cover","tidal_range","Microtidal",960,"Year",5.4971,0.8013,6.8607,0
"909","GND","clmaj","Abiotic Cover","tidal_range","Microtidal",600,"Year",-1.62,1.1096,-1.46,0.1464
"910","GRB","SP","Abiotic Cover","tidal_range","Mesotidal",1964,"Year",-0.2791,0.2902,-0.9617,0.3367
"911","GRB","GBF","Abiotic Cover","tidal_range","Mesotidal",1716,"Year",0.0923,0.3688,0.2503,0.8025
"912","GRB","BC","Abiotic Cover","tidal_range","Mesotidal",1316,"Year",0.9726,0.3674,2.6476,0.0085
"913","GTM","22","Abiotic Cover","tidal_range","Microtidal",1596,"Year",-0.5243,0.4727,-1.1092,0.268
"914","GTM","0","Abiotic Cover","tidal_range","Microtidal",1396,"Year",-0.0082,0.4399,-0.0186,0.9852
"915","GTM","40","Abiotic Cover","tidal_range","Microtidal",1312,"Year",-1.5523,0.4277,-3.6295,3e-04
"916","GTM","1","Abiotic Cover","tidal_range","Microtidal",1500,"Year",0.4985,0.6082,0.8196,0.413
"917","GTM","46","Abiotic Cover","tidal_range","Microtidal",1624,"Year",0.4449,0.6237,0.7134,0.476
"918","JAC","Central Segment","Abiotic Cover","tidal_range","Microtidal",1080,"Year",-1.73,0.3264,-5.3004,0
"919","JAC","South Segment","Abiotic Cover","tidal_range","Microtidal",1080,"Year",-0.5472,0.3952,-1.3845,0.1674
"920","KAC","FR","Abiotic Cover","tidal_range","Macrotidal",2184,"Year",-0.9315,0.3269,-2.8497,0.0045
"921","KAC","BS","Abiotic Cover","tidal_range","Macrotidal",1384,"Year",-0.9517,0.5607,-1.6974,0.0905
"922","KAC","CP","Abiotic Cover","tidal_range","Macrotidal",1852,"Year",-0.2054,0.5759,-0.3567,0.7215
"923","KAC","SC","Abiotic Cover","tidal_range","Macrotidal",644,"Year",-0.2938,0.5523,-0.5319,0.5955
"924","MAR","MI-W","Abiotic Cover","tidal_range","Microtidal",2192,"Year",0.2627,0.5228,0.5025,0.6155
"925","MAR","HF1","Abiotic Cover","tidal_range","Microtidal",2192,"Year",11.6628,0.4915,23.7271,0
"926","MAR","HF2","Abiotic Cover","tidal_range","Microtidal",2400,"Year",9.0587,0.5072,17.8589,0
"927","MAR","HF3","Abiotic Cover","tidal_range","Microtidal",2192,"Year",9.1453,0.5736,15.9427,0
"928","NAR","Nag","Abiotic Cover","tidal_range","Microtidal",1248,"Year",1.5333,0.2409,6.3653,0
"929","NAR","Coggeshall","Abiotic Cover","tidal_range","Microtidal",1092,"Year",1.9468,0.3146,6.1881,0
"930","NIW","Segment A","Abiotic Cover","tidal_range","Microtidal",1276,"Year",-0.866,0.4203,-2.0606,0.0402
"931","NIW","Segment B","Abiotic Cover","tidal_range","Microtidal",1352,"Year",-0.6443,0.4077,-1.5803,0.115
"932","NOC","MI","Abiotic Cover","tidal_range","Microtidal",3156,"Year",-0.9646,0.4118,-2.3423,0.0194
"933","NOC","MM","Abiotic Cover","tidal_range","Microtidal",2404,"Year",4.8921,0.3954,12.3717,0
"934","SOS","DM","Abiotic Cover","tidal_range","Mesotidal",280,"Year",0,0,NA,1
"935","SOS","MM","Abiotic Cover","tidal_range","Mesotidal",480,"Year",-0.1481,0.1187,-1.2476,0.2146
"936","SOS","HC","Abiotic Cover","tidal_range","Mesotidal",488,"Year",0.0204,0.0113,1.8007,0.0743
"937","SOS","VM","Abiotic Cover","tidal_range","Mesotidal",400,"Year",0.5124,0.3379,1.5164,0.1326
"938","SOS","VI","Abiotic Cover","tidal_range","Mesotidal",240,"Year",0.0241,0.0233,1.0348,0.305
"939","SOS","MI","Abiotic Cover","tidal_range","Mesotidal",240,"Year",0.354,0.2125,1.6658,0.1011
"940","TJR","McCoy North","Abiotic Cover","tidal_range","Mesotidal",200,"Year",-0.3605,1.972,-0.1828,0.8557
"941","TJR","McCoy South","Abiotic Cover","tidal_range","Mesotidal",960,"Year",1.59,0.7452,2.1336,0.0339
"942","TJR","South Beach","Abiotic Cover","tidal_range","Mesotidal",840,"Year",0.3842,0.9055,0.4243,0.6718
"943","TJR","V1","Abiotic Cover","tidal_range","Mesotidal",1080,"Year",1.3032,0.3628,3.5916,4e-04
"944","TJR","V3","Abiotic Cover","tidal_range","Mesotidal",960,"Year",-0.7436,0.539,-1.3796,0.169
"945","TJR","V4","Abiotic Cover","tidal_range","Mesotidal",960,"Year",-0.8342,0.3987,-2.0923,0.0375
"946","TJR","Brazo Creek","Abiotic Cover","tidal_range","Mesotidal",192,"Year",-2.5517,1.9698,-1.2954,0.2016
"947","TJR","Horse Trail","Abiotic Cover","tidal_range","Mesotidal",300,"Year",-0.9346,0.6614,-1.413,0.1619
"948","TJR","Model Marsh","Abiotic Cover","tidal_range","Mesotidal",480,"Year",-2.3896,1.8067,-1.3226,0.1885
"949","WEL","WB","Abiotic Cover","tidal_range","Mesotidal",1060,"Year",-0.1246,0.2521,-0.4943,0.6215
"950","WQB","Section 2","Abiotic Cover","tidal_range","Microtidal",1680,"Year",-0.0243,0.5248,-0.0463,0.9631
"951","WQB","Section 1","Abiotic Cover","tidal_range","Microtidal",1228,"Year",0.2457,0.6572,0.3738,0.7088
"952","WQB","Section 3","Abiotic Cover","tidal_range","Microtidal",1324,"Year",-0.1486,0.5319,-0.2793,0.7802
"953","ACE","EIN","Live Cover","tidal_range","Microtidal",568,"Year",1.0266,0.8342,1.2306,0.2205
"954","ACE","EIS","Live Cover","tidal_range","Microtidal",488,"Year",3.0081,0.8554,3.5168,6e-04
"955","APA","PC","Live Cover","tidal_range","Microtidal",1384,"Year",-1.4134,0.6792,-2.081,0.0382
"956","CBM","MB","Live Cover","tidal_range","Microtidal",640,"Year",1.9037,0.3327,5.7224,0
"957","CBM","OPC","Live Cover","tidal_range","Microtidal",1676,"Year",2.7254,0.2664,10.2315,0
"958","DEL","SJR","Live Cover","tidal_range","Microtidal",480,"Year",-1.9216,1.0438,-1.8409,0.0682
"959","ELK","Upper","Live Cover","tidal_range","Mesotidal",240,"Year",-1.6885,1.7574,-0.9608,0.3407
"960","ELK","Lower","Live Cover","tidal_range","Mesotidal",400,"Year",-2.1327,1.4259,-1.4957,0.138
"961","GND","spalt","Live Cover","tidal_range","Microtidal",648,"Year",-6.1831,0.696,-8.8838,0
"962","GND","juro low","Live Cover","tidal_range","Microtidal",840,"Year",-8.2882,0.835,-9.9261,0
"963","GND","juro high","Live Cover","tidal_range","Microtidal",512,"Year",-6.3744,1.0488,-6.0776,0
"964","GND","juro mid","Live Cover","tidal_range","Microtidal",960,"Year",-5.4971,0.8013,-6.8607,0
"965","GND","clmaj","Live Cover","tidal_range","Microtidal",600,"Year",1.62,1.1096,1.46,0.1464
"966","GRB","SP","Live Cover","tidal_range","Mesotidal",1964,"Year",0.2792,0.2902,0.962,0.3365
"967","GRB","GBF","Live Cover","tidal_range","Mesotidal",1716,"Year",-0.0922,0.3688,-0.2501,0.8026
"968","GRB","BC","Live Cover","tidal_range","Mesotidal",1316,"Year",-0.9726,0.3674,-2.6475,0.0085
"969","GTM","22","Live Cover","tidal_range","Microtidal",1596,"Year",0.5243,0.4727,1.1092,0.268
"970","GTM","0","Live Cover","tidal_range","Microtidal",1396,"Year",0.0082,0.4399,0.0186,0.9852
"971","GTM","40","Live Cover","tidal_range","Microtidal",1312,"Year",1.5523,0.4277,3.6295,3e-04
"972","GTM","1","Live Cover","tidal_range","Microtidal",1500,"Year",-0.4985,0.6082,-0.8196,0.4129
"973","GTM","46","Live Cover","tidal_range","Microtidal",1624,"Year",-0.4449,0.6237,-0.7134,0.476
"974","JAC","Central Segment","Live Cover","tidal_range","Microtidal",1080,"Year",1.7301,0.3264,5.3008,0
"975","JAC","South Segment","Live Cover","tidal_range","Microtidal",1080,"Year",0.5472,0.3952,1.3846,0.1673
"976","KAC","FR","Live Cover","tidal_range","Macrotidal",2184,"Year",0.9314,0.3269,2.8496,0.0045
"977","KAC","BS","Live Cover","tidal_range","Macrotidal",1384,"Year",0.9516,0.5607,1.6973,0.0906
"978","KAC","CP","Live Cover","tidal_range","Macrotidal",1852,"Year",0.2054,0.5759,0.3567,0.7215
"979","KAC","SC","Live Cover","tidal_range","Macrotidal",644,"Year",0.2939,0.5523,0.5321,0.5954
"980","MAR","MI-W","Live Cover","tidal_range","Microtidal",2192,"Year",-0.2629,0.5228,-0.5029,0.6152
"981","MAR","HF1","Live Cover","tidal_range","Microtidal",2192,"Year",-11.6503,0.492,-23.681,0
"982","MAR","HF2","Live Cover","tidal_range","Microtidal",2400,"Year",-9.0587,0.5072,-17.8589,0
"983","MAR","HF3","Live Cover","tidal_range","Microtidal",2192,"Year",-9.1453,0.5736,-15.9427,0
"984","NAR","Nag","Live Cover","tidal_range","Microtidal",1248,"Year",-1.5334,0.2409,-6.3659,0
"985","NAR","Coggeshall","Live Cover","tidal_range","Microtidal",1092,"Year",-1.9468,0.3146,-6.1883,0
"986","NIW","Segment A","Live Cover","tidal_range","Microtidal",1276,"Year",0.8227,0.4236,1.9421,0.053
"987","NIW","Segment B","Live Cover","tidal_range","Microtidal",1352,"Year",0.6177,0.4097,1.5077,0.1326
"988","NOC","MI","Live Cover","tidal_range","Microtidal",3156,"Year",0.9645,0.4118,2.3422,0.0194
"989","NOC","MM","Live Cover","tidal_range","Microtidal",2404,"Year",-4.892,0.3954,-12.3714,0
"990","SOS","DM","Live Cover","tidal_range","Mesotidal",280,"Year",-4e-04,3e-04,-1.6613,0.1012
"991","SOS","MM","Live Cover","tidal_range","Mesotidal",480,"Year",0.1484,0.1187,1.2497,0.2139
"992","SOS","HC","Live Cover","tidal_range","Mesotidal",488,"Year",-0.0206,0.0113,-1.8215,0.071
"993","SOS","VM","Live Cover","tidal_range","Mesotidal",400,"Year",-0.5127,0.3379,-1.5174,0.1324
"994","SOS","VI","Live Cover","tidal_range","Mesotidal",240,"Year",-0.0243,0.0233,-1.0434,0.3011
"995","SOS","MI","Live Cover","tidal_range","Mesotidal",240,"Year",-0.3545,0.2125,-1.6678,0.1007
"996","TJR","McCoy North","Live Cover","tidal_range","Mesotidal",200,"Year",0.3606,1.9721,0.1829,0.8557
"997","TJR","McCoy South","Live Cover","tidal_range","Mesotidal",960,"Year",-1.59,0.7452,-2.1336,0.0339
"998","TJR","South Beach","Live Cover","tidal_range","Mesotidal",840,"Year",-0.3841,0.9055,-0.4242,0.6719
"999","TJR","V1","Live Cover","tidal_range","Mesotidal",1080,"Year",-1.3031,0.3628,-3.5914,4e-04
"1000","TJR","V3","Live Cover","tidal_range","Mesotidal",960,"Year",0.7436,0.539,1.3796,0.169
"1001","TJR","V4","Live Cover","tidal_range","Mesotidal",960,"Year",0.834,0.3987,2.0918,0.0375
"1002","TJR","Brazo Creek","Live Cover","tidal_range","Mesotidal",192,"Year",2.5509,1.9699,1.2949,0.2018
"1003","TJR","Horse Trail","Live Cover","tidal_range","Mesotidal",300,"Year",0.9346,0.6614,1.413,0.1619
"1004","TJR","Model Marsh","Live Cover","tidal_range","Mesotidal",480,"Year",2.3895,1.8067,1.3226,0.1885
"1005","WEL","WB","Live Cover","tidal_range","Mesotidal",1060,"Year",0.1245,0.2521,0.4939,0.6218
"1006","WQB","Section 2","Live Cover","tidal_range","Microtidal",1680,"Year",0.0245,0.5248,0.0467,0.9628
