"","Reserve","SiteID","Vegetation_Zone","Metric","SampleSize","term","slope","std.error","statistic","pvalue"
"896","TJR","Brazo Creek","Mid","Salt Ratio",40,"Year",-0.0063,0.0087,-0.7284,0.4708
"897","TJR","Brazo Creek","Up","Salt Ratio",8,"Year",-0.0042,0.0134,-0.311,0.7663
"898","TJR","Horse Trail","Mid","Salt Ratio",75,"Year",-1e-04,2e-04,-0.6882,0.4935
"899","TJR","Model Marsh","Mid","Salt Ratio",105,"Year",0.0095,0.0067,1.4211,0.1583
"900","TJR","Model Marsh","Low","Salt Ratio",15,"Year",0,0,1.472,0.1648
"901","WEL","WB","Low","Salt Ratio",53,"Year",1e-04,1e-04,1.6638,0.1023
"902","WEL","WB","Mid","Salt Ratio",159,"Year",0,0,-1.645,0.102
"903","WEL","WB","Up","Salt Ratio",53,"Year",-0.0043,0.0055,-0.7741,0.4424
"904","WQB","Section 2","Low","Salt Ratio",216,"Year",-4e-04,0.0074,-0.058,0.9538
"905","WQB","Section 2","Mid","Salt Ratio",180,"Year",-3e-04,7e-04,-0.4598,0.6462
"906","WQB","Section 2","Up","Salt Ratio",24,"Year",0,0,-1.6749,0.1081
"907","WQB","Section 1","Mid","Salt Ratio",36,"Year",0,0,-1.4819,0.1476
"908","WQB","Section 1","Low","Salt Ratio",251,"Year",0.0128,0.0071,1.7936,0.0741
"909","WQB","Section 3","Mid","Salt Ratio",195,"Year",0,0,0.3446,0.7308
"910","WQB","Section 3","Up","Salt Ratio",45,"Year",0.0099,0.003,3.3419,0.0017
"911","WQB","Section 3","Low","Salt Ratio",91,"Year",-0.0028,0.0082,-0.3438,0.7318
"912","WQB","Section 1","Up","Salt Ratio",20,"Year",-0.0479,0.0146,-3.2751,0.0042
