"","Reserve","SiteID","Metric","SampleSize","term","slope","std.error","statistic","pvalue"
"811","ACE","EIN","EMI",142,"Vegetation_ZoneMid",7.1695,38.363,0.1869,0.852
"812","ACE","EIN","EMI",142,"Year:Vegetation_ZoneMid",-0.0036,0.019,-0.1901,0.8495
"813","ACE","EIS","EMI",122,"(Intercept)",-15.3189,85.7108,-0.1787,0.8585
"814","ACE","EIS","EMI",122,"Year",0.0077,0.0425,0.1808,0.8568
"815","ACE","EIS","EMI",122,"Vegetation_ZoneMid",-45.9796,87.494,-0.5255,0.6002
"816","ACE","EIS","EMI",122,"Year:Vegetation_ZoneMid",0.0229,0.0434,0.5274,0.5989
"817","APA","PC","EMI",346,"(Intercept)",-26.2343,18.1084,-1.4487,0.1483
"818","APA","PC","EMI",346,"Year",0.0131,0.009,1.4595,0.1454
"819","APA","PC","EMI",346,"Vegetation_ZoneMid",22.8353,23.568,0.9689,0.3333
"820","APA","PC","EMI",346,"Vegetation_ZoneUp",26.4483,61.1632,0.4324,0.6657
"821","APA","PC","EMI",346,"Year:Vegetation_ZoneMid",-0.0114,0.0117,-0.9739,0.3308
"822","APA","PC","EMI",346,"Year:Vegetation_ZoneUp",-0.0132,0.0303,-0.4356,0.6634
"823","CBM","MB","EMI",160,"(Intercept)",17.1701,10.3047,1.6662,0.0977
"824","CBM","MB","EMI",160,"Year",-0.0084,0.0051,-1.6508,0.1008
"825","CBM","MB","EMI",160,"Vegetation_ZoneMid",-81.2166,20.7431,-3.9153,1e-04
"826","CBM","MB","EMI",160,"Year:Vegetation_ZoneMid",0.0405,0.0103,3.9269,1e-04
"827","CBM","OPC","EMI",419,"(Intercept)",-25.5265,5.0566,-5.0482,0
"828","CBM","OPC","EMI",419,"Year",0.0127,0.0025,5.0619,0
"829","CBM","OPC","EMI",419,"Vegetation_ZoneMid",12.8352,6.3778,2.0125,0.0448
"830","CBM","OPC","EMI",419,"Year:Vegetation_ZoneMid",-0.0064,0.0032,-2.0121,0.0449
"831","DEL","SJR","EMI",120,"(Intercept)",-45.6649,61.6281,-0.741,0.4602
"832","DEL","SJR","EMI",120,"Year",0.0228,0.0306,0.7452,0.4577
"833","DEL","SJR","EMI",120,"Vegetation_ZoneMid",34.5946,72.4217,0.4777,0.6338
"834","DEL","SJR","EMI",120,"Vegetation_ZoneUp",45.6649,184.8844,0.247,0.8054
"835","DEL","SJR","EMI",120,"Year:Vegetation_ZoneMid",-0.0171,0.0359,-0.4761,0.6349
"836","DEL","SJR","EMI",120,"Year:Vegetation_ZoneUp",-0.0228,0.0918,-0.2484,0.8043
"837","ELK","Upper","EMI",60,"(Intercept)",-18.4704,41.4915,-0.4452,0.658
"838","ELK","Upper","EMI",60,"Year",0.0092,0.0206,0.4491,0.6552
"839","ELK","Upper","EMI",60,"Vegetation_ZoneMid",19.4704,101.6331,0.1916,0.8488
"840","ELK","Upper","EMI",60,"Vegetation_ZoneUp",-35.0932,120.9676,-0.2901,0.7728
"841","ELK","Upper","EMI",60,"Year:Vegetation_ZoneMid",-0.0092,0.0504,-0.1833,0.8552
"842","ELK","Upper","EMI",60,"Year:Vegetation_ZoneUp",0.0175,0.0599,0.2926,0.7709
"843","ELK","Lower","EMI",100,"(Intercept)",-15.1295,30.4255,-0.4973,0.6202
"844","ELK","Lower","EMI",100,"Year",0.0076,0.0151,0.5058,0.6141
"845","ELK","Lower","EMI",100,"Vegetation_ZoneMid",26.7964,191.4714,0.14,0.889
"846","ELK","Lower","EMI",100,"Vegetation_ZoneUp",-51.2981,108.8575,-0.4712,0.6386
"847","ELK","Lower","EMI",100,"Year:Vegetation_ZoneMid",-0.0134,0.0949,-0.1411,0.8881
"848","ELK","Lower","EMI",100,"Year:Vegetation_ZoneUp",0.0254,0.0539,0.4706,0.639
"849","GND","spalt","EMI",162,"(Intercept)",-86.2898,19.1129,-4.5147,0
"850","GND","spalt","EMI",162,"Year",0.043,0.0095,4.5437,0
"851","GND","spalt","EMI",162,"Vegetation_ZoneMid",-75.3197,29.9442,-2.5153,0.0129
"852","GND","spalt","EMI",162,"Year:Vegetation_ZoneMid",0.0373,0.0148,2.5161,0.0129
"853","GND","juro low","EMI",210,"(Intercept)",-126.696,44.2784,-2.8613,0.0047
"854","GND","juro low","EMI",210,"Year",0.0631,0.0219,2.8749,0.0045
"855","GND","juro low","EMI",210,"Vegetation_ZoneMid",-45.8073,48.6438,-0.9417,0.3475
"856","GND","juro low","EMI",210,"Year:Vegetation_ZoneMid",0.0227,0.0241,0.9412,0.3477
"857","GND","juro high","EMI",128,"(Intercept)",-2.5032,64.2036,-0.039,0.969
"858","GND","juro high","EMI",128,"Year",0.0016,0.0318,0.0516,0.9589
"859","GND","juro high","EMI",128,"Vegetation_ZoneMid",-139.7928,67.4935,-2.0712,0.0404
"860","GND","juro high","EMI",128,"Year:Vegetation_ZoneMid",0.0692,0.0335,2.0677,0.0408
"861","GND","juro mid","EMI",240,"(Intercept)",20.4222,51.7845,0.3944,0.6937
"862","GND","juro mid","EMI",240,"Year",-0.0097,0.0257,-0.3766,0.7068
"863","GND","juro mid","EMI",240,"Vegetation_ZoneMid",-135.7155,54.0208,-2.5123,0.0127
"864","GND","juro mid","EMI",240,"Vegetation_ZoneUp",22.647,73.2343,0.3092,0.7574
"865","GND","juro mid","EMI",240,"Year:Vegetation_ZoneMid",0.0671,0.0268,2.5055,0.0129
"866","GND","juro mid","EMI",240,"Year:Vegetation_ZoneUp",-0.0116,0.0363,-0.3201,0.7492
"867","GRB","SP","EMI",491,"(Intercept)",-68.5257,21.3659,-3.2073,0.0014
"868","GRB","SP","EMI",491,"Year",0.0342,0.0106,3.2285,0.0013
"869","GRB","SP","EMI",491,"Vegetation_ZoneMid",44.8387,23.2271,1.9304,0.0541
"870","GRB","SP","EMI",491,"Vegetation_ZoneUp",43.2289,31.3844,1.3774,0.169
"871","GRB","SP","EMI",491,"Year:Vegetation_ZoneMid",-0.0223,0.0115,-1.9343,0.0537
"872","GRB","SP","EMI",491,"Year:Vegetation_ZoneUp",-0.0215,0.0156,-1.3788,0.1686
"873","GRB","GBF","EMI",429,"(Intercept)",10.3368,23.4686,0.4405,0.6598
"874","GRB","GBF","EMI",429,"Year",-0.0049,0.0116,-0.4202,0.6746
"875","GRB","GBF","EMI",429,"Vegetation_ZoneMid",-36.7976,25.9455,-1.4183,0.1568
"876","GRB","GBF","EMI",429,"Vegetation_ZoneUp",-11.6805,33.1896,-0.3519,0.7251
"877","GRB","GBF","EMI",429,"Year:Vegetation_ZoneMid",0.0182,0.0129,1.416,0.1575
"878","GRB","GBF","EMI",429,"Year:Vegetation_ZoneUp",0.0057,0.0165,0.3481,0.728
"879","GRB","BC","EMI",329,"(Intercept)",-16.1738,15.9321,-1.0152,0.3108
"880","GRB","BC","EMI",329,"Year",0.0082,0.0079,1.0415,0.2984
"881","GRB","BC","EMI",329,"Vegetation_ZoneMid",-15.8235,20.7472,-0.7627,0.4462
"882","GRB","BC","EMI",329,"Vegetation_ZoneUp",-8.5801,25.8056,-0.3325,0.7397
"883","GRB","BC","EMI",329,"Year:Vegetation_ZoneMid",0.0079,0.0103,0.7653,0.4446
"884","GRB","BC","EMI",329,"Year:Vegetation_ZoneUp",0.0043,0.0128,0.3375,0.736
"885","GTM","46","EMI",406,"(Intercept)",-15.4889,13.4994,-1.1474,0.2519
"886","GTM","46","EMI",406,"Year",0.0079,0.0067,1.1793,0.239
"887","GTM","46","EMI",406,"Vegetation_ZoneMid",-0.2142,0.1892,-1.132,0.2583
"888","GTM","46","EMI",406,"Vegetation_ZoneUp",-0.3302,0.0895,-3.6898,3e-04
"889","KAC","FR","EMI",546,"(Intercept)",-7.5145,10.303,-0.7294,0.4661
"890","KAC","FR","EMI",546,"Year",0.0039,0.0051,0.7649,0.4446
"891","KAC","FR","EMI",546,"Vegetation_ZoneMid",11.7591,11.6156,1.0124,0.3118
"892","KAC","FR","EMI",546,"Vegetation_ZoneUp",7.5145,27.8198,0.2701,0.7872
"893","KAC","FR","EMI",546,"Year:Vegetation_ZoneMid",-0.006,0.0058,-1.0409,0.2984
"894","KAC","FR","EMI",546,"Year:Vegetation_ZoneUp",-0.0039,0.0138,-0.2833,0.7771
"895","KAC","BS","EMI",346,"(Intercept)",-3.8909,7.3861,-0.5268,0.5987
"896","KAC","BS","EMI",346,"Year",0.002,0.0037,0.5481,0.584
"897","KAC","BS","EMI",346,"Vegetation_ZoneMid",3.8909,38.8609,0.1001,0.9203
"898","KAC","BS","EMI",346,"Vegetation_ZoneUp",3.8909,38.8609,0.1001,0.9203
"899","KAC","BS","EMI",346,"Year:Vegetation_ZoneMid",-0.002,0.0193,-0.1042,0.9171
"900","KAC","BS","EMI",346,"Year:Vegetation_ZoneUp",-0.002,0.0193,-0.1042,0.9171
"901","KAC","CP","EMI",463,"(Intercept)",-2.7446,4.0513,-0.6774,0.4985
"902","KAC","CP","EMI",463,"Year",0.0014,0.002,0.6865,0.4928
"903","KAC","CP","EMI",463,"Vegetation_ZoneMid",-1.9447,4.9221,-0.3951,0.6929
"904","KAC","CP","EMI",463,"Year:Vegetation_ZoneMid",0.001,0.0024,0.3903,0.6965
"905","KAC","SC","EMI",161,"(Intercept)",-15.8756,19.8281,-0.8007,0.4245
"906","KAC","SC","EMI",161,"Year",0.0081,0.0098,0.8206,0.4131
"907","KAC","SC","EMI",161,"Vegetation_ZoneMid",6.5565,28.3057,0.2316,0.8171
"908","KAC","SC","EMI",161,"Year:Vegetation_ZoneMid",-0.0033,0.014,-0.2327,0.8163
"909","NAR","Nag","EMI",312,"(Intercept)",-65.416,18.1066,-3.6128,4e-04
"910","NAR","Nag","EMI",312,"Year",0.0325,0.009,3.6237,3e-04
"911","NAR","Nag","EMI",312,"Vegetation_ZoneMid",37.7924,20.7437,1.8219,0.0694
"912","NAR","Nag","EMI",312,"Vegetation_ZoneUp",51.4184,29.5679,1.739,0.083
"913","NAR","Nag","EMI",312,"Year:Vegetation_ZoneMid",-0.0186,0.0103,-1.8109,0.0711
"914","NAR","Nag","EMI",312,"Year:Vegetation_ZoneUp",-0.0252,0.0147,-1.7188,0.0867
"915","NAR","Coggeshall","EMI",273,"(Intercept)",-35.0934,12.7072,-2.7617,0.0061
"916","NAR","Coggeshall","EMI",273,"Year",0.0175,0.0063,2.7799,0.0058
"917","NAR","Coggeshall","EMI",273,"Vegetation_ZoneMid",19.8604,16.2551,1.2218,0.2229
"918","NAR","Coggeshall","EMI",273,"Vegetation_ZoneUp",50.6593,23.2001,2.1836,0.0299
"919","NAR","Coggeshall","EMI",273,"Year:Vegetation_ZoneMid",-0.0097,0.0081,-1.2008,0.2309
"920","NAR","Coggeshall","EMI",273,"Year:Vegetation_ZoneUp",-0.025,0.0115,-2.1699,0.0309
"921","NIW","Segment A","EMI",319,"(Intercept)",28.7928,7.8758,3.6559,3e-04
"922","NIW","Segment A","EMI",319,"Year",-0.0141,0.0039,-3.6086,4e-04
"923","NIW","Segment A","EMI",319,"Vegetation_ZoneMid",-28.7928,11.8676,-2.4262,0.0158
"924","NIW","Segment A","EMI",319,"Vegetation_ZoneUp",32.2577,23.4269,1.377,0.1695
"925","NIW","Segment A","EMI",319,"Year:Vegetation_ZoneMid",0.0141,0.0059,2.3949,0.0172
"926","NIW","Segment A","EMI",319,"Year:Vegetation_ZoneUp",-0.0159,0.0116,-1.3672,0.1725
"927","NIW","Segment B","EMI",338,"(Intercept)",21.7179,8.1417,2.6675,0.008
"928","NIW","Segment B","EMI",338,"Year",-0.0106,0.004,-2.615,0.0093
"929","NIW","Segment B","EMI",338,"Vegetation_ZoneMid",-26.9112,16.9483,-1.5878,0.1133
"930","NIW","Segment B","EMI",338,"Year:Vegetation_ZoneMid",0.0132,0.0084,1.5634,0.1189
"931","NOC","MI","EMI",789,"(Intercept)",17.2154,7.7042,2.2345,0.0257
"932","NOC","MI","EMI",789,"Year",-0.0084,0.0038,-2.1928,0.0286
"933","NOC","MI","EMI",789,"Vegetation_ZoneMid",-17.2154,20.895,-0.8239,0.4102
"934","NOC","MI","EMI",789,"Year:Vegetation_ZoneMid",0.0084,0.0104,0.8085,0.419
"935","SOS","DM","EMI",70,"(Intercept)",0,10.6086,0,1
"936","SOS","DM","EMI",70,"Year",0,0.0053,0,1
"937","SOS","DM","EMI",70,"Vegetation_ZoneMid",-6.8554,12.3821,-0.5536,0.5817
"938","SOS","DM","EMI",70,"Year:Vegetation_ZoneMid",0.0034,0.0062,0.5573,0.5792
"939","SOS","MM","EMI",120,"(Intercept)",-3.3444,9.5577,-0.3499,0.727
"940","SOS","MM","EMI",120,"Year",0.0017,0.0047,0.3514,0.7259
"941","SOS","MM","EMI",120,"Vegetation_ZoneMid",2.2801,13.5166,0.1687,0.8663
"942","SOS","MM","EMI",120,"Year:Vegetation_ZoneMid",-0.001,0.0067,-0.1463,0.8839
"943","SOS","HC","EMI",122,"(Intercept)",-0.957,16.3006,-0.0587,0.9533
"944","SOS","HC","EMI",122,"Year",5e-04,0.0081,0.0588,0.9532
"945","SOS","HC","EMI",122,"Vegetation_ZoneMid",7.3251,18.4939,0.3961,0.6928
"946","SOS","HC","EMI",122,"Year:Vegetation_ZoneMid",-0.0036,0.0092,-0.3918,0.6959
"947","SOS","VM","EMI",100,"(Intercept)",-16.7221,15.7483,-1.0618,0.291
"948","SOS","VM","EMI",100,"Year",0.0083,0.0078,1.064,0.29
"949","SOS","VM","EMI",100,"Vegetation_ZoneMid",11.3516,24.9003,0.4559,0.6495
"950","SOS","VM","EMI",100,"Year:Vegetation_ZoneMid",-0.0055,0.0123,-0.4452,0.6572
"951","SOS","VI","EMI",60,"(Intercept)",-0.5379,0.5019,-1.0718,0.2884
"952","SOS","VI","EMI",60,"Year",3e-04,2e-04,1.074,0.2874
"953","SOS","VI","EMI",60,"Vegetation_ZoneMid",0.5379,1.5871,0.3389,0.7359
"954","SOS","VI","EMI",60,"Year:Vegetation_ZoneMid",-3e-04,8e-04,-0.3396,0.7354
"955","TJR","McCoy North","EMI",50,"(Intercept)",0,0,NA,1
"956","TJR","McCoy North","EMI",50,"Year",0,0,NA,1
"957","TJR","McCoy North","EMI",50,"Vegetation_ZoneUp",0,0,NA,1
"958","TJR","McCoy North","EMI",50,"Year:Vegetation_ZoneUp",0,0,NA,1
"959","TJR","McCoy South","EMI",240,"(Intercept)",-19.697,10.1918,-1.9326,0.0545
"960","TJR","McCoy South","EMI",240,"Year",0.01,0.0051,1.9846,0.0484
"961","TJR","McCoy South","EMI",240,"Vegetation_ZoneMid",26.6824,13.1576,2.0279,0.0437
"962","TJR","McCoy South","EMI",240,"Vegetation_ZoneUp",19.697,13.1576,1.497,0.1357
"963","TJR","McCoy South","EMI",240,"Year:Vegetation_ZoneMid",-0.0135,0.0065,-2.0672,0.0398
"964","TJR","McCoy South","EMI",240,"Year:Vegetation_ZoneUp",-0.01,0.0065,-1.5372,0.1256
"965","TJR","South Beach","EMI",210,"(Intercept)",7.5147,9.0678,0.8287,0.4082
"966","TJR","South Beach","EMI",210,"Year",-0.0037,0.0045,-0.8217,0.4122
"967","TJR","South Beach","EMI",210,"Vegetation_ZoneUp",-7.5147,23.9912,-0.3132,0.7544
"968","TJR","South Beach","EMI",210,"Year:Vegetation_ZoneUp",0.0037,0.0119,0.3106,0.7564
"969","TJR","V1","EMI",270,"(Intercept)",8.7675,13.1044,0.6691,0.504
"970","TJR","V1","EMI",270,"Year",-0.0042,0.0065,-0.6505,0.5159
"971","TJR","V1","EMI",270,"Vegetation_ZoneMid",-2.4607,14.6511,-0.168,0.8667
"972","TJR","V1","EMI",270,"Vegetation_ZoneUp",-8.7675,16.4272,-0.5337,0.594
"973","TJR","V1","EMI",270,"Year:Vegetation_ZoneMid",0.0011,0.0073,0.1546,0.8773
"974","TJR","V1","EMI",270,"Year:Vegetation_ZoneUp",0.0042,0.0081,0.5189,0.6043
"975","TJR","V4","EMI",240,"(Intercept)",29.6385,29.4654,1.0059,0.3155
"976","TJR","V4","EMI",240,"Year",-0.0147,0.0146,-1.0032,0.3168
"977","TJR","V4","EMI",240,"Vegetation_ZoneMid",-32.2543,30.0991,-1.0716,0.285
"978","TJR","V4","EMI",240,"Year:Vegetation_ZoneMid",0.016,0.0149,1.0711,0.2852
"979","TJR","Brazo Creek","EMI",48,"(Intercept)",42.7713,59.7125,0.7163,0.4776
"980","TJR","Brazo Creek","EMI",48,"Year",-0.0212,0.0296,-0.7151,0.4783
"981","TJR","Brazo Creek","EMI",48,"Vegetation_ZoneUp",-42.7713,146.2651,-0.2924,0.7713
"982","TJR","Brazo Creek","EMI",48,"Year:Vegetation_ZoneUp",0.0212,0.0725,0.2919,0.7717
"983","TJR","Model Marsh","EMI",120,"(Intercept)",112.4358,35.99,3.1241,0.0023
"984","TJR","Model Marsh","EMI",120,"Year",-0.0555,0.0178,-3.1135,0.0023
"985","TJR","Model Marsh","EMI",120,"Vegetation_ZoneMid",-82.4655,38.4749,-2.1434,0.0342
"986","TJR","Model Marsh","EMI",120,"Year:Vegetation_ZoneMid",0.0407,0.0191,2.1345,0.0349
"987","WEL","WB","EMI",265,"(Intercept)",-3.9988,15.0445,-0.2658,0.7906
"988","WEL","WB","EMI",265,"Year",0.002,0.0075,0.2736,0.7846
"989","WEL","WB","EMI",265,"Vegetation_ZoneMid",-1.8572,17.3718,-0.1069,0.9149
"990","WEL","WB","EMI",265,"Vegetation_ZoneUp",16.7214,21.2761,0.7859,0.4326
"991","WEL","WB","EMI",265,"Year:Vegetation_ZoneMid",0.0012,0.0086,0.1389,0.8896
"992","WEL","WB","EMI",265,"Year:Vegetation_ZoneUp",-0.0079,0.0106,-0.7496,0.4542
"993","WQB","Section 2","EMI",420,"(Intercept)",-7.0292,10.5194,-0.6682,0.5044
"994","WQB","Section 2","EMI",420,"Year",0.0035,0.0052,0.6723,0.5018
"995","WQB","Section 2","EMI",420,"Vegetation_ZoneMid",-30.7009,15.5827,-1.9702,0.0495
"996","WQB","Section 2","EMI",420,"Vegetation_ZoneUp",43.7308,33.784,1.2944,0.1962
"997","WQB","Section 2","EMI",420,"Year:Vegetation_ZoneMid",0.0154,0.0077,1.989,0.0474
"998","WQB","Section 2","EMI",420,"Year:Vegetation_ZoneUp",-0.0213,0.0168,-1.2724,0.2039
"999","WQB","Section 1","EMI",307,"(Intercept)",-21.9041,11.8545,-1.8477,0.0656
"1000","WQB","Section 1","EMI",307,"Year",0.011,0.0059,1.8618,0.0636
"1001","WQB","Section 1","EMI",307,"Vegetation_ZoneMid",-0.8709,29.9947,-0.029,0.9769
"1002","WQB","Section 1","EMI",307,"Vegetation_ZoneUp",141.2848,48.5055,2.9128,0.0039
"1003","WQB","Section 1","EMI",307,"Year:Vegetation_ZoneMid",6e-04,0.0149,0.0374,0.9702
"1004","WQB","Section 1","EMI",307,"Year:Vegetation_ZoneUp",-0.0699,0.0241,-2.9061,0.0039
"1005","WQB","Section 3","EMI",331,"(Intercept)",-14.2225,18.7888,-0.757,0.4496
"1006","WQB","Section 3","EMI",331,"Year",0.0071,0.0093,0.7599,0.4478
"1007","WQB","Section 3","EMI",331,"Vegetation_ZoneMid",-7.3769,22.467,-0.3283,0.7429
"1008","WQB","Section 3","EMI",331,"Vegetation_ZoneUp",-34.1473,30.7287,-1.1113,0.2673
"1009","WQB","Section 3","EMI",331,"Year:Vegetation_ZoneMid",0.0038,0.0112,0.3403,0.7339
"1010","WQB","Section 3","EMI",331,"Year:Vegetation_ZoneUp",0.0173,0.0152,1.1326,0.2582
"1011","ACE","EIN","Richness",142,"(Intercept)",91.2648,57.391,1.5902,0.1141
"1012","ACE","EIN","Richness",142,"Year",-0.0448,0.0285,-1.5718,0.1183
"1013","ACE","EIN","Richness",142,"Vegetation_ZoneMid",-116.2895,66.0803,-1.7598,0.0807
"1014","ACE","EIN","Richness",142,"Year:Vegetation_ZoneMid",0.0577,0.0328,1.7605,0.0805
"1015","ACE","EIS","Richness",122,"(Intercept)",356.9882,195.1657,1.8292,0.0699
"1016","ACE","EIS","Richness",122,"Year",-0.1765,0.0969,-1.822,0.071
"1017","ACE","EIS","Richness",122,"Vegetation_ZoneMid",-484.0796,199.2261,-2.4298,0.0166
"1018","ACE","EIS","Richness",122,"Year:Vegetation_ZoneMid",0.2401,0.0989,2.4282,0.0167
"1019","APA","PC","Richness",346,"(Intercept)",52.7286,161.3343,0.3268,0.744
"1020","APA","PC","Richness",346,"Year",-0.0249,0.08,-0.3113,0.7557
"1021","APA","PC","Richness",346,"Vegetation_ZoneMid",46.0313,209.9753,0.2192,0.8266
"1022","APA","PC","Richness",346,"Vegetation_ZoneUp",84.999,544.9236,0.156,0.8761
"1023","APA","PC","Richness",346,"Year:Vegetation_ZoneMid",-0.0223,0.1041,-0.214,0.8307
"1024","APA","PC","Richness",346,"Year:Vegetation_ZoneUp",-0.0415,0.2701,-0.1538,0.8779
"1025","CBM","MB","Richness",160,"(Intercept)",-174.4498,79.7826,-2.1866,0.0303
"1026","CBM","MB","Richness",160,"Year",0.0882,0.0396,2.2267,0.0274
"1027","CBM","MB","Richness",160,"Vegetation_ZoneMid",343.9221,160.6012,2.1415,0.0338
"1028","CBM","MB","Richness",160,"Year:Vegetation_ZoneMid",-0.1705,0.0798,-2.1378,0.0341
"1029","CBM","OPC","Richness",419,"(Intercept)",-124.7723,140.8452,-0.8859,0.3762
"1030","CBM","OPC","Richness",419,"Year",0.0638,0.07,0.9119,0.3624
"1031","CBM","OPC","Richness",419,"Vegetation_ZoneMid",-11.5717,177.6471,-0.0651,0.9481
"1032","CBM","OPC","Richness",419,"Year:Vegetation_ZoneMid",0.007,0.0883,0.0798,0.9364
"1033","DEL","SJR","Richness",120,"(Intercept)",114.4375,80.6262,1.4194,0.1585
"1034","DEL","SJR","Richness",120,"Year",-0.0563,0.04,-1.4058,0.1625
"1035","DEL","SJR","Richness",120,"Vegetation_ZoneMid",-17.1994,94.7471,-0.1815,0.8563
"1036","DEL","SJR","Richness",120,"Vegetation_ZoneUp",692.5625,241.8787,2.8633,0.005
"1037","DEL","SJR","Richness",120,"Year:Vegetation_ZoneMid",0.0086,0.047,0.1836,0.8547
"1038","DEL","SJR","Richness",120,"Year:Vegetation_ZoneUp",-0.3437,0.12,-2.8637,0.005
"1039","ELK","Upper","Richness",60,"(Intercept)",-37.3048,58.8243,-0.6342,0.5286
"1040","ELK","Upper","Richness",60,"Year",0.019,0.0291,0.6534,0.5162
"1041","ELK","Upper","Richness",60,"Vegetation_ZoneMid",38.3048,144.0895,0.2658,0.7914
"1042","ELK","Upper","Richness",60,"Vegetation_ZoneUp",256.3524,171.5009,1.4948,0.1408
"1043","ELK","Upper","Richness",60,"Year:Vegetation_ZoneMid",-0.019,0.0714,-0.2668,0.7907
"1044","ELK","Upper","Richness",60,"Year:Vegetation_ZoneUp",-0.1262,0.085,-1.4848,0.1434
"1045","ELK","Lower","Richness",100,"(Intercept)",-44.1169,54.694,-0.8066,0.4219
"1046","ELK","Lower","Richness",100,"Year",0.0224,0.0271,0.8261,0.4108
"1047","ELK","Lower","Richness",100,"Vegetation_ZoneMid",-355.0831,344.1964,-1.0316,0.3049
"1048","ELK","Lower","Richness",100,"Vegetation_ZoneUp",-26.4427,195.6865,-0.1351,0.8928
"1049","ELK","Lower","Richness",100,"Year:Vegetation_ZoneMid",0.1776,0.1705,1.0416,0.3003
"1050","ELK","Lower","Richness",100,"Year:Vegetation_ZoneUp",0.0143,0.097,0.1476,0.883
"1051","GND","spalt","Richness",162,"(Intercept)",-38.1399,58.9892,-0.6466,0.5189
"1052","GND","spalt","Richness",162,"Year",0.0196,0.0292,0.6718,0.5027
"1053","GND","spalt","Richness",162,"Vegetation_ZoneMid",-143.648,92.4183,-1.5543,0.1221
"1054","GND","spalt","Richness",162,"Year:Vegetation_ZoneMid",0.0713,0.0458,1.5557,0.1218
"1055","GND","juro low","Richness",210,"(Intercept)",-161.627,94.7205,-1.7064,0.0894
"1056","GND","juro low","Richness",210,"Year",0.081,0.0469,1.7242,0.0862
"1057","GND","juro low","Richness",210,"Vegetation_ZoneMid",67.4595,104.0588,0.6483,0.5175
"1058","GND","juro low","Richness",210,"Year:Vegetation_ZoneMid",-0.0337,0.0516,-0.6526,0.5147
"1059","GND","juro high","Richness",128,"(Intercept)",-688.881,550.8537,-1.2506,0.2134
"1060","GND","juro high","Richness",128,"Year",0.3429,0.273,1.2557,0.2116
"1061","GND","juro high","Richness",128,"Vegetation_ZoneMid",-64.0753,579.0803,-0.1107,0.9121
"1062","GND","juro high","Richness",128,"Year:Vegetation_ZoneMid",0.0317,0.287,0.1105,0.9122
"1063","GND","juro mid","Richness",240,"(Intercept)",-594.0317,405.5795,-1.4646,0.1444
"1064","GND","juro mid","Richness",240,"Year",0.2952,0.201,1.4686,0.1433
"1065","GND","juro mid","Richness",240,"Vegetation_ZoneMid",312.2082,423.0945,0.7379,0.4613
"1066","GND","juro mid","Richness",240,"Vegetation_ZoneUp",-938.8889,573.576,-1.6369,0.103
"1067","GND","juro mid","Richness",240,"Year:Vegetation_ZoneMid",-0.1541,0.2097,-0.7346,0.4633
"1068","GND","juro mid","Richness",240,"Year:Vegetation_ZoneUp",0.4667,0.2843,1.6415,0.102
"1069","GRB","SP","Richness",491,"(Intercept)",-62.8014,127.6539,-0.492,0.623
"1070","GRB","SP","Richness",491,"Year",0.0323,0.0633,0.5104,0.61
"1071","GRB","SP","Richness",491,"Vegetation_ZoneMid",120.192,138.7744,0.8661,0.3869
"1072","GRB","SP","Richness",491,"Vegetation_ZoneUp",220.0897,187.5112,1.1737,0.2411
"1073","GRB","SP","Richness",491,"Year:Vegetation_ZoneMid",-0.059,0.0688,-0.8569,0.3919
"1074","GRB","SP","Richness",491,"Year:Vegetation_ZoneUp",-0.1062,0.093,-1.1419,0.254
"1075","GRB","GBF","Richness",429,"(Intercept)",96.6507,99.2673,0.9736,0.3308
"1076","GRB","GBF","Richness",429,"Year",-0.0473,0.0492,-0.9608,0.3372
"1077","GRB","GBF","Richness",429,"Vegetation_ZoneMid",20.0226,109.7441,0.1824,0.8553
"1078","GRB","GBF","Richness",429,"Vegetation_ZoneUp",-71.3774,140.3852,-0.5084,0.6114
"1079","GRB","GBF","Richness",429,"Year:Vegetation_ZoneMid",-0.0091,0.0544,-0.1677,0.8669
"1080","GRB","GBF","Richness",429,"Year:Vegetation_ZoneUp",0.0366,0.0696,0.5256,0.5994
"1081","GRB","BC","Richness",329,"(Intercept)",-81.2797,98.9761,-0.8212,0.4121
"1082","GRB","BC","Richness",329,"Year",0.041,0.0491,0.8349,0.4044
"1083","GRB","BC","Richness",329,"Vegetation_ZoneMid",253.8727,128.8892,1.9697,0.0497
"1084","GRB","BC","Richness",329,"Vegetation_ZoneUp",464.1404,160.3142,2.8952,0.004
"1085","GRB","BC","Richness",329,"Year:Vegetation_ZoneMid",-0.1252,0.0639,-1.9584,0.051
"1086","GRB","BC","Richness",329,"Year:Vegetation_ZoneUp",-0.2276,0.0795,-2.8625,0.0045
"1087","GTM","46","Richness",406,"(Intercept)",257.5881,56.6438,4.5475,0
"1088","GTM","46","Richness",406,"Year",-0.1266,0.0281,-4.5071,0
"1089","GTM","46","Richness",406,"Vegetation_ZoneMid",4.2437,0.7938,5.3463,0
"1090","GTM","46","Richness",406,"Vegetation_ZoneUp",6.1771,0.3754,16.4526,0
"1091","KAC","FR","Richness",546,"(Intercept)",-103.2047,85.9332,-1.201,0.2303
"1092","KAC","FR","Richness",546,"Year",0.0526,0.0427,1.2335,0.2179
"1093","KAC","FR","Richness",546,"Vegetation_ZoneMid",20.5774,96.8806,0.2124,0.8319
"1094","KAC","FR","Richness",546,"Vegetation_ZoneUp",-664.5942,232.0335,-2.8642,0.0043
